ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åß_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),98%ílï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇRåé
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08221,Ç–ÇΩÇøÇ»Ç©és,Hitachinaka-shi,08213010,èÌó§ìﬂâœèüìc,Hitachinakakatsuta,1,0,1,èZ,210,365,8682,0.006,0.043,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,714,739,712,733,739,714,738,714,738,737,666,738,0.005,0.004,0.005,0.005,0.005,0.004,0.005,0.007,0.009,0.009,0.007,0.006,0.02,0.019,0.024,0.014,0.014,0.02,0.032,0.035,0.037,0.043,0.038,0.026,0.009,0.008,0.01,0.008,0.007,0.006,0.009,0.013,0.014,0.018,0.014,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08215,ñkàÔèÈés,Kitaibaraki-shi,08215010,ñkàÔèÈíÜãΩ,Kitaibarakinakagou,1,0,6,ñ¢,1000,363,8655,0.004,0.024,0,0,0,0,0,0,0,0,0.008,0,2,,30,31,30,31,29,30,31,30,31,31,28,31,713,737,711,736,712,713,739,713,738,739,666,738,0.004,0.003,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.013,0.012,0.015,0.016,0.016,0.018,0.011,0.014,0.016,0.017,0.024,0.015,0.008,0.006,0.008,0.006,0.007,0.008,0.006,0.007,0.008,0.008,0.011,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08216,ä}ä‘és,Kasama-shi,08216010,ä}ä‘,Kasama,1,0,6,ñ¢,1000,357,8536,0.004,0.026,0,0,0,0,0,0,0,0,0.01,0,2,,30,31,30,25,29,30,31,30,31,31,28,31,712,737,711,611,719,713,739,715,736,738,667,738,0.004,0.003,0.004,0.003,0.003,0.003,0.004,0.005,0.006,0.007,0.006,0.005,0.015,0.014,0.016,0.01,0.014,0.012,0.012,0.019,0.026,0.024,0.025,0.022,0.006,0.007,0.007,0.005,0.007,0.005,0.006,0.01,0.011,0.013,0.015,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08217,éÊéËés,Toride-shi,08217010,éÊéËésñèä,Torideshiyakusho,1,0,1,èZ,1000,364,8660,0.009,0.063,0,0,0,0,0,0,0,0,0.023,0,2,,30,31,30,31,31,30,31,29,31,31,28,31,713,737,710,736,736,711,737,706,736,737,665,736,0.007,0.006,0.007,0.007,0.005,0.005,0.008,0.012,0.015,0.014,0.011,0.009,0.025,0.026,0.028,0.024,0.02,0.021,0.039,0.036,0.05,0.063,0.043,0.038,0.012,0.011,0.015,0.014,0.01,0.01,0.019,0.02,0.028,0.036,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08220,Ç¬Ç≠ÇŒés,Tsukuba-shi,08220010,Ç¬Ç≠ÇŒçÇñÏ,Tsukubakouya,1,0,6,ñ¢,1000,362,8639,0.007,0.049,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,30,31,30,30,30,27,31,712,738,709,736,737,711,733,714,726,727,659,737,0.007,0.006,0.006,0.006,0.005,0.005,0.006,0.009,0.011,0.011,0.009,0.008,0.02,0.026,0.028,0.021,0.014,0.014,0.031,0.034,0.042,0.049,0.032,0.027,0.011,0.01,0.012,0.011,0.008,0.008,0.012,0.014,0.02,0.025,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08221,Ç–ÇΩÇøÇ»Ç©és,Hitachinaka-shi,08221010,Ç–ÇΩÇøÇ»Ç©,Hitachinaka,1,0,1,èZ,210,365,8676,0.005,0.036,0,0,0,0,0,0,0,0,0.011,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,713,738,715,735,727,715,737,714,739,737,667,739,0.005,0.004,0.005,0.004,0.004,0.004,0.004,0.005,0.006,0.007,0.006,0.006,0.026,0.015,0.027,0.015,0.015,0.036,0.023,0.022,0.029,0.032,0.025,0.022,0.009,0.007,0.009,0.008,0.007,0.007,0.007,0.01,0.012,0.016,0.013,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08341,ìåäCë∫,Toukai-mura,08341010,èÌó§ìﬂâœìåäC,Hitachinakatoukai,1,0,6,ñ¢,1000,364,8680,0.004,0.031,0,0,0,0,0,0,0,0,0.009,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,713,739,714,731,737,713,739,714,736,739,667,738,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.004,0.005,0.005,0.004,0.004,0.019,0.016,0.021,0.02,0.017,0.012,0.014,0.018,0.031,0.026,0.018,0.016,0.008,0.008,0.008,0.008,0.006,0.006,0.006,0.009,0.009,0.011,0.01,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08226,ìﬂâœés,Naka-shi,08342010,ìﬂâœ,Naka,1,0,1,èZ,1000,350,8350,0.005,0.037,0,0,0,0,0,0,0,0,0.01,0,2,,30,31,15,31,31,30,31,30,31,31,28,31,715,737,375,732,738,715,739,714,739,741,667,738,0.004,0.003,0.005,0.004,0.004,0.003,0.004,0.005,0.006,0.007,0.006,0.005,0.016,0.016,0.016,0.011,0.012,0.012,0.019,0.029,0.032,0.037,0.031,0.02,0.008,0.006,0.007,0.007,0.007,0.005,0.007,0.009,0.011,0.014,0.013,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08225,èÌó§ëÂã{és,Hitachioomiya-shi,08344010,ëÂã{ñÏíÜ,Oomiyanonaka,1,0,1,èZ,1000,364,8680,0.003,0.027,0,0,0,0,0,0,0,0,0.007,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,714,739,713,729,737,713,739,714,738,739,667,738,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.013,0.011,0.014,0.009,0.012,0.01,0.017,0.021,0.023,0.024,0.027,0.022,0.005,0.005,0.005,0.005,0.005,0.004,0.005,0.005,0.006,0.008,0.012,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08234,ñgìcés,Hokota-shi,08402010,ñgìc,Hokota,1,0,1,èZ,1000,365,8678,0.006,0.036,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,713,739,708,736,738,714,738,714,736,738,665,739,0.005,0.004,0.005,0.004,0.004,0.003,0.005,0.007,0.008,0.008,0.007,0.006,0.033,0.029,0.025,0.02,0.019,0.024,0.024,0.032,0.033,0.036,0.034,0.036,0.009,0.008,0.009,0.008,0.007,0.007,0.012,0.013,0.014,0.018,0.012,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08222,é≠ìàés,Kashima-shi,08405010,é≠ìáã{íÜ,Kashimakyuuchuu,1,0,1,èZ,220,362,8659,0.004,0.035,0,0,0,0,0,0,0,0,0.011,0,2,,30,30,30,31,31,30,31,30,30,31,27,31,713,733,712,736,737,712,737,713,732,737,660,737,0.004,0.003,0.004,0.003,0.003,0.002,0.003,0.005,0.007,0.006,0.005,0.004,0.033,0.023,0.022,0.019,0.028,0.019,0.017,0.03,0.031,0.028,0.029,0.035,0.009,0.01,0.009,0.007,0.008,0.005,0.008,0.011,0.016,0.019,0.009,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406010,ê_ê≤â∫î¶ñÿ,Kamisushimohatagi,1,0,6,ñ¢,220,363,8666,0.005,0.037,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,29,30,30,31,31,28,31,713,736,714,738,737,706,731,714,737,737,666,737,0.005,0.004,0.005,0.004,0.004,0.003,0.003,0.006,0.008,0.007,0.006,0.005,0.037,0.031,0.028,0.028,0.032,0.024,0.02,0.024,0.03,0.035,0.029,0.024,0.013,0.01,0.011,0.009,0.013,0.01,0.008,0.011,0.017,0.019,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406030,é≠ìáéññ±èä,Kashimajimusho,1,0,2,è§,220,363,8671,0.007,0.038,0,0,0,0,0,0,0,0,0.016,0,2,,30,31,30,31,31,30,30,29,31,31,28,31,712,738,713,738,737,714,735,707,736,738,666,737,0.006,0.005,0.006,0.005,0.006,0.005,0.005,0.009,0.01,0.01,0.009,0.007,0.038,0.028,0.022,0.027,0.035,0.025,0.026,0.037,0.038,0.035,0.029,0.029,0.015,0.012,0.012,0.012,0.017,0.011,0.01,0.013,0.019,0.02,0.013,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406050,ê_ê≤è¡ñh,Kamisushoubou,1,0,3,èÄçH,220,364,8653,0.008,0.042,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,30,31,29,31,31,28,31,712,733,713,733,737,711,737,707,733,737,664,736,0.009,0.007,0.007,0.006,0.007,0.008,0.008,0.009,0.011,0.01,0.009,0.009,0.04,0.034,0.03,0.029,0.039,0.032,0.031,0.034,0.037,0.037,0.042,0.03,0.017,0.013,0.012,0.013,0.016,0.013,0.014,0.017,0.019,0.02,0.013,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406060,ê_ê≤àÍä—ñÏ,Kamisuikkanno,1,0,6,ñ¢,220,363,8668,0.006,0.036,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,30,30,30,30,31,28,31,714,738,710,737,737,714,733,713,731,738,666,737,0.006,0.006,0.005,0.004,0.006,0.007,0.007,0.006,0.008,0.007,0.007,0.006,0.027,0.024,0.022,0.025,0.036,0.027,0.022,0.019,0.028,0.025,0.02,0.018,0.012,0.009,0.008,0.009,0.013,0.012,0.013,0.01,0.015,0.015,0.012,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406080,ê_ê≤â°ê£,Kamisuyokose,1,0,6,ñ¢,220,363,8669,0.005,0.029,0,0,0,0,0,0,0,0,0.012,0,2,,30,31,30,31,31,29,31,29,31,31,28,31,710,737,714,737,737,708,738,710,737,738,666,737,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.006,0.008,0.007,0.007,0.005,0.024,0.023,0.017,0.022,0.019,0.013,0.016,0.029,0.029,0.028,0.028,0.023,0.009,0.01,0.007,0.006,0.009,0.007,0.007,0.012,0.016,0.017,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406100,åyñÏìåè¨äwçZ,Karunohigashishougakkou,1,0,6,ñ¢,220,363,8658,0.007,0.043,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,31,30,29,31,28,31,714,737,714,738,738,715,739,715,707,737,666,738,0.005,0.005,0.005,0.004,0.004,0.003,0.006,0.008,0.012,0.013,0.01,0.006,0.043,0.029,0.025,0.033,0.026,0.025,0.041,0.037,0.038,0.041,0.037,0.035,0.01,0.013,0.01,0.009,0.011,0.009,0.017,0.018,0.023,0.026,0.018,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406120,ésñèä,Kamisushiyakusho,1,0,3,èÄçH,220,282,6829,0.008,0.044,0,0,0,0,0,0,0,0,0.017,0,2,,11,0,3,31,31,29,31,29,31,30,28,28,273,0,81,738,736,709,737,708,736,731,666,714,0.008,,0.007,0.006,0.006,0.008,0.008,0.009,0.011,0.01,0.009,0.008,0.037,,0.026,0.027,0.044,0.036,0.036,0.031,0.034,0.034,0.036,0.031,0.017,,0.008,0.014,0.015,0.016,0.017,0.014,0.02,0.022,0.012,0.013,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2022,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406130,ê[é≈ê_é–,Fukashibajinja,1,0,1,èZ,220,363,8654,0.007,0.041,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,29,30,31,31,28,31,714,737,714,738,737,714,708,714,738,736,666,738,0.007,0.007,0.008,0.006,0.007,0.006,0.006,0.009,0.01,0.009,0.008,0.008,0.037,0.037,0.041,0.039,0.041,0.028,0.023,0.036,0.039,0.041,0.033,0.038,0.019,0.014,0.019,0.014,0.019,0.012,0.009,0.015,0.019,0.019,0.015,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
