ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,ë™íËéûä‘(éûä‘),îNïΩãœíl(ppmC),ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈîNïΩãœíl(ppmC),ÇUÅ`ÇXéûë™íËì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppmC)_ÇSåé,åéïΩãœíl(ppmC)_ÇTåé,åéïΩãœíl(ppmC)_ÇUåé,åéïΩãœíl(ppmC)_ÇVåé,åéïΩãœíl(ppmC)_ÇWåé,åéïΩãœíl(ppmC)_ÇXåé,åéïΩãœíl(ppmC)_10åé,åéïΩãœíl(ppmC)_11åé,åéïΩãœíl(ppmC)_12åé,åéïΩãœíl(ppmC)_ÇPåé,åéïΩãœíl(ppmC)_ÇQåé,åéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_10åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_11åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_12åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12102,êÁótésâ‘å©êÏãÊ,Chiba-shi Hanamigawa-ku,12201020,åüå©êÏè¨äwçZ,Kemigawashougakkou,1,0,1,èZ,290,8576,0.1,0.11,358,0.57,0.01,43,12,12,3.4,1,,,,,,713,736,713,737,708,652,735,710,736,733,666,737,0.07,0.08,0.07,0.07,0.08,0.08,0.11,0.14,0.16,0.14,0.1,0.1,0.08,0.09,0.08,0.08,0.08,0.09,0.12,0.18,0.17,0.14,0.12,0.13,30,30,30,31,30,26,31,29,31,31,28,31,0.19,0.21,0.26,0.33,0.18,0.24,0.31,0.44,0.45,0.57,0.38,0.43,0.02,0.03,0.03,0.03,0.01,0.03,0.03,0.05,0.02,0.03,0.03,0.03,0,1,1,1,0,1,4,10,9,5,4,7,0,0,0,1,0,0,0,3,4,1,1,2,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12103,êÁótésàÓñ—ãÊ,Chiba-shi Inage-ku,12201050,ã{ñÏñÿ,Miyanogi,1,0,1,èZ,290,8630,0.1,0.11,362,0.59,0,48,13.3,17,4.7,1,,,,,,712,733,711,712,735,710,738,709,735,734,667,734,0.08,0.07,0.06,0.07,0.07,0.06,0.1,0.14,0.18,0.14,0.1,0.1,0.08,0.08,0.07,0.09,0.08,0.07,0.11,0.18,0.18,0.15,0.12,0.14,30,30,30,30,31,30,31,29,31,31,28,31,0.2,0.21,0.17,0.33,0.16,0.15,0.36,0.41,0.59,0.57,0.42,0.43,0.02,0,0.01,0.02,0.03,0.02,0.01,0.04,0.01,0.02,0.02,0.03,0,1,0,1,0,0,4,10,10,8,5,9,0,0,0,1,0,0,1,3,6,2,1,3,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12104,êÁótésé·ótãÊ,Chiba-shi Wakaba-ku,12201070,ëÂã{è¨äwçZ,Oomiyashougakkou,1,0,1,èZ,290,8670,0.06,0.07,362,0.43,0.01,10,2.8,1,0.3,1,,,,,,714,735,711,738,733,705,738,713,738,739,668,738,0.04,0.04,0.04,0.06,0.06,0.05,0.06,0.07,0.09,0.08,0.06,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.07,0.09,0.11,0.1,0.08,0.07,30,30,29,31,31,30,31,29,31,31,28,31,0.12,0.14,0.16,0.22,0.23,0.12,0.2,0.2,0.27,0.43,0.25,0.21,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0,0,0,1,1,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12101,êÁótésíÜâõãÊ,Chiba-shi Chuuou-ku,12201120,ä¶êÏè¨äwçZ,Samugawashougakkou,1,0,1,èZ,290,8116,0.1,0.11,341,0.58,0,34,10,6,1.8,1,,,,,,713,192,713,732,736,711,735,712,735,737,664,736,0.08,0.04,0.08,0.08,0.08,0.05,0.1,0.14,0.15,0.12,0.09,0.08,0.09,0.06,0.08,0.09,0.08,0.06,0.11,0.17,0.16,0.14,0.11,0.11,30,8,30,31,31,30,31,29,31,31,28,31,0.19,0.1,0.17,0.29,0.21,0.14,0.3,0.4,0.42,0.58,0.39,0.29,0.01,0.03,0,0.02,0.02,0.02,0,0.06,0.03,0.02,0.02,0,0,0,0,1,1,0,3,7,8,6,4,4,0,0,0,0,0,0,0,1,2,2,1,0,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12101,êÁótésíÜâõãÊ,Chiba-shi Chuuou-ku,12201200,êÁótésñèäé©îr,Chibashiyakushojihai,2,0,2,è§,290,8619,0.11,0.12,363,0.62,0,48,13.2,21,5.8,1,,,,,,712,736,710,738,716,712,737,713,737,707,664,737,0.09,0.09,0.09,0.09,0.09,0.07,0.11,0.15,0.16,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.14,0.19,0.18,0.13,0.14,0.14,30,31,30,31,30,30,31,30,31,30,28,31,0.26,0.2,0.18,0.29,0.21,0.18,0.4,0.39,0.44,0.53,0.39,0.62,0.02,0.03,0.04,0.04,0.03,0.04,0.04,0.07,0,0.02,0.03,0.03,4,0,0,1,1,0,7,11,9,3,6,6,0,0,0,0,0,0,3,3,7,2,3,3,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12101,êÁótésíÜâõãÊ,Chiba-shi Chuuou-ku,12201250,ìsåˆâÄ,Miyakokouen,1,0,1,èZ,290,8548,0.1,0.11,359,0.72,0,45,12.5,11,3.1,1,,,,,,713,735,685,737,706,668,736,712,735,738,648,735,0.09,0.08,0.1,0.1,0.09,0.06,0.09,0.14,0.15,0.12,0.1,0.09,0.1,0.08,0.09,0.1,0.09,0.07,0.1,0.17,0.17,0.14,0.11,0.13,30,31,29,31,29,28,31,30,31,31,27,31,0.22,0.16,0.23,0.29,0.23,0.16,0.33,0.34,0.51,0.52,0.33,0.72,0.01,0.03,0.02,0.04,0.04,0.03,0.01,0.04,0,0.01,0.03,0.02,1,0,1,1,1,0,3,10,12,8,3,5,0,0,0,0,0,0,1,1,4,2,2,1,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12105,êÁótésóŒãÊ,Chiba-shi Midori-ku,12201260,ìyãC,Toke,1,0,1,èZ,290,6804,0.07,0.08,285,0.39,0.01,16,5.6,2,0.7,1,,,,,,713,735,709,321,0,9,734,708,737,738,663,737,0.05,0.05,0.05,0.06,,0.16,0.08,0.1,0.1,0.09,0.07,0.06,0.06,0.05,0.06,0.06,,,0.09,0.12,0.13,0.1,0.09,0.08,30,30,30,14,0,0,31,29,31,31,28,31,0.17,0.13,0.24,0.13,,,0.22,0.23,0.36,0.39,0.27,0.28,0.02,0.03,0.02,0.04,,,0.03,0.04,0.02,0.01,0.03,0.01,0,0,1,0,,,1,3,5,2,3,1,0,0,0,0,,,0,0,1,1,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12103,êÁótésàÓñ—ãÊ,Chiba-shi Inage-ku,12201300,êÁëêé©îr,Chigusajihai,2,0,1,èZ,290,8436,0.1,0.11,353,0.61,0.01,35,9.9,12,3.4,1,,,,,,708,735,549,677,733,713,738,711,735,737,665,735,0.07,0.07,0.07,0.1,0.09,0.06,0.1,0.13,0.15,0.13,0.1,0.08,0.08,0.08,0.06,0.09,0.09,0.06,0.1,0.16,0.16,0.14,0.11,0.12,30,30,23,28,31,30,31,29,31,31,28,31,0.19,0.15,0.16,0.35,0.31,0.15,0.39,0.36,0.45,0.61,0.39,0.37,0.01,0.03,0.02,0.01,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0,0,0,2,1,0,3,8,9,4,3,5,0,0,0,1,0,0,1,2,4,2,1,1,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12101,êÁótésíÜâõãÊ,Chiba-shi Chuuou-ku,12201520,‰—êÏé©îr,Yoshikawajihai,2,0,2,è§,290,8661,0.12,0.12,363,0.53,0,52,14.3,16,4.4,1,,,,,,713,734,712,737,736,712,737,708,735,736,665,736,0.1,0.1,0.1,0.1,0.1,0.07,0.13,0.18,0.17,0.16,0.13,0.11,0.1,0.1,0.09,0.1,0.09,0.08,0.14,0.19,0.15,0.15,0.13,0.14,30,30,30,31,31,30,31,29,31,31,28,31,0.24,0.23,0.21,0.34,0.2,0.18,0.41,0.41,0.45,0.53,0.36,0.34,0.04,0,0.01,0.03,0.02,0.02,0.05,0.06,0.01,0.04,0.04,0.03,4,1,1,2,0,0,4,11,10,7,4,8,0,0,0,1,0,0,3,2,4,3,2,1,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12102,êÁótésâ‘å©êÏãÊ,Chiba-shi Hanamigawa-ku,12201540,ã{ñÏñÿé©îr,Miyanogijihai,2,0,1,èZ,290,8667,0.11,0.13,365,0.61,0.02,53,14.5,17,4.7,1,,,,,,712,735,712,737,736,713,736,712,736,737,665,736,0.08,0.08,0.09,0.11,0.1,0.09,0.11,0.15,0.17,0.14,0.11,0.1,0.09,0.1,0.09,0.12,0.11,0.1,0.13,0.19,0.18,0.15,0.13,0.15,30,31,30,31,31,30,31,30,31,31,28,31,0.21,0.22,0.2,0.39,0.21,0.18,0.35,0.5,0.52,0.61,0.42,0.42,0.02,0.04,0.04,0.06,0.06,0.05,0.03,0.06,0.03,0.03,0.03,0.04,1,1,0,1,1,0,4,10,11,8,5,11,0,0,0,1,0,0,1,3,6,2,1,3,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12106,êÁótésî¸ïlãÊ,Chiba-shi Mihama-ku,12201570,ê^çªé©îr,Masagojihai,2,0,2,è§,290,8686,0.11,0.12,365,0.57,0,48,13.2,16,4.4,1,,,,,,715,738,713,736,736,715,738,714,737,739,666,739,0.09,0.09,0.08,0.08,0.08,0.09,0.12,0.16,0.16,0.13,0.1,0.09,0.1,0.11,0.09,0.1,0.09,0.1,0.14,0.2,0.16,0.13,0.11,0.13,30,31,30,31,31,30,31,30,31,31,28,31,0.23,0.24,0.22,0.41,0.2,0.25,0.42,0.48,0.45,0.57,0.37,0.41,0.05,0.05,0.05,0.05,0.04,0.05,0.03,0.05,0,0.02,0.02,0.03,1,1,1,1,0,1,7,10,10,4,4,8,0,0,0,1,0,0,2,4,5,1,1,2,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12203,ésêÏés,Ichikawa-shi,12203120,ésêÏçsìøâwëO,Ichikawagyoutokuekimae,1,0,1,èZ,290,8554,0.12,0.13,363,0.58,0.02,53,14.6,18,5,1,,,,,,704,729,708,704,731,686,732,707,733,728,662,730,0.1,0.1,0.1,0.09,0.09,0.09,0.13,0.18,0.18,0.16,0.13,0.11,0.12,0.12,0.13,0.11,0.1,0.1,0.13,0.19,0.16,0.14,0.12,0.15,30,31,30,30,31,29,31,30,31,31,28,31,0.34,0.32,0.5,0.24,0.28,0.24,0.25,0.5,0.45,0.58,0.27,0.37,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.02,0.02,0.03,0.04,4,3,3,2,1,1,6,9,7,3,5,9,1,2,2,0,0,0,0,4,4,2,0,3,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12203,ésêÏés,Ichikawa-shi,12203510,ésêÏésésêÏÅié‘Åj,Ichikawashiichikawa(Kuruma),2,0,2,è§,290,8579,0.16,0.17,358,0.63,0.06,100,27.9,18,5,1,,,,,,710,735,711,729,734,691,701,713,729,724,665,737,0.12,0.13,0.18,0.16,0.17,0.15,0.17,0.19,0.2,0.18,0.15,0.13,0.14,0.13,0.19,0.17,0.17,0.16,0.16,0.2,0.2,0.18,0.15,0.17,30,31,30,29,31,29,29,30,30,30,28,31,0.32,0.3,0.63,0.28,0.27,0.3,0.29,0.43,0.42,0.6,0.31,0.41,0.06,0.06,0.06,0.09,0.1,0.08,0.06,0.06,0.06,0.06,0.06,0.06,5,3,11,8,7,6,6,14,15,8,8,9,1,0,2,0,0,0,0,5,3,3,0,4,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12204,ëDã¥és,Funabashi-shi,12204060,ëDã¥çÇç™ë‰,Funabashitakanedai,1,0,1,èZ,290,8429,0.11,0.13,357,0.52,0.03,51,14.3,15,4.2,1,,,,,,517,734,709,729,732,708,733,709,735,731,658,734,0.11,0.11,0.09,0.1,0.08,0.08,0.11,0.16,0.16,0.14,0.11,0.1,0.12,0.11,0.11,0.11,0.09,0.08,0.12,0.19,0.17,0.16,0.12,0.14,22,31,30,31,31,30,31,30,31,31,28,31,0.29,0.27,0.31,0.31,0.15,0.18,0.32,0.44,0.46,0.52,0.38,0.4,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,3,3,2,3,0,0,3,10,10,5,5,7,0,0,0,0,0,0,1,4,3,2,1,4,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12204,ëDã¥és,Funabashi-shi,12204100,ëDã¥ñLïx,Funabashitoyotomi,1,0,6,ñ¢,290,8605,0.09,0.1,364,0.51,0,31,8.5,9,2.5,1,,,,,,705,735,706,734,732,709,735,709,734,713,661,732,0.05,0.06,0.07,0.08,0.07,0.07,0.09,0.13,0.13,0.11,0.08,0.08,0.06,0.08,0.08,0.08,0.07,0.07,0.1,0.15,0.14,0.13,0.1,0.1,30,31,30,31,31,30,31,30,31,30,28,31,0.18,0.2,0.24,0.21,0.16,0.15,0.29,0.36,0.37,0.51,0.32,0.38,0,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0,0,1,1,0,0,2,6,8,6,3,4,0,0,0,0,0,0,0,2,1,3,1,2,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12204,ëDã¥és,Funabashi-shi,12204110,ëDã¥àÛì‡,Funabashiinnai,1,0,1,èZ,290,8633,0.11,0.13,365,0.62,0.01,67,18.4,21,5.8,1,,,,,,710,735,709,734,732,710,733,710,733,733,662,732,0.09,0.09,0.09,0.08,0.08,0.09,0.14,0.17,0.18,0.14,0.1,0.11,0.1,0.1,0.12,0.1,0.09,0.1,0.13,0.19,0.18,0.16,0.11,0.15,30,31,30,31,31,30,31,30,31,31,28,31,0.33,0.25,0.42,0.31,0.19,0.21,0.31,0.42,0.47,0.62,0.33,0.39,0.03,0.03,0.01,0.01,0.03,0.05,0.04,0.07,0.03,0.01,0.01,0.02,2,4,6,4,0,1,6,10,11,9,4,10,1,0,1,0,0,0,0,5,6,3,1,4,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12204,ëDã¥és,Funabashi-shi,12204140,ëDã¥é·èº,Funabashiwakamatsu,1,0,1,èZ,290,8604,0.11,0.12,363,0.46,0.02,46,12.7,11,3,1,,,,,,709,735,709,723,733,689,734,710,735,730,664,733,0.1,0.14,0.09,0.1,0.08,0.08,0.09,0.14,0.15,0.13,0.1,0.11,0.11,0.12,0.1,0.1,0.09,0.08,0.1,0.17,0.14,0.12,0.11,0.14,30,31,30,30,31,29,31,30,31,31,28,31,0.46,0.32,0.26,0.4,0.28,0.19,0.26,0.46,0.36,0.36,0.28,0.44,0.04,0.05,0.04,0.04,0.04,0.05,0.02,0.05,0.04,0.03,0.04,0.04,2,3,3,3,1,0,4,7,5,4,5,9,1,1,0,1,0,0,0,3,1,1,0,3,,,,,,,,,,,,
2022,1,07,NMHC,1,12,êÁótåß,Chiba-ken,12204,ëDã¥és,Funabashi-shi,12204520,ëDã¥äCê_Åié‘Åj,Funabashikaijin(Kuruma),2,0,3,èÄçH,290,8590,0.15,0.16,363,0.63,0.04,89,24.5,24,6.6,1,,,,,,711,734,710,734,732,710,733,687,715,728,663,733,0.11,0.12,0.11,0.12,0.09,0.11,0.15,0.22,0.23,0.2,0.15,0.16,0.13,0.13,0.13,0.12,0.1,0.12,0.16,0.23,0.22,0.19,0.16,0.18,30,31,30,31,31,30,31,29,30,31,28,31,0.38,0.32,0.57,0.3,0.21,0.23,0.33,0.61,0.52,0.63,0.36,0.43,0.05,0.04,0.05,0.05,0.04,0.05,0.07,0.09,0.09,0.05,0.06,0.06,6,5,4,4,1,1,10,15,15,10,8,10,2,1,1,0,0,0,1,5,4,4,1,5,,,,,,,,,,,,
