ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åß_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),98%ílï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇRåé
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406100,åyñÏìåè¨äwçZ,Karunohigashishougakkou,1,0,6,ñ¢,220,358,8542,0.007,0.049,0,0,0,0,0,0,0,0,0.02,0,2,,30,31,30,31,31,30,31,30,24,31,28,31,714,734,714,736,737,711,737,713,606,737,665,738,0.004,0.004,0.005,0.004,0.003,0.003,0.005,0.01,0.014,0.012,0.012,0.006,0.029,0.033,0.029,0.026,0.029,0.03,0.032,0.04,0.049,0.039,0.044,0.042,0.011,0.008,0.013,0.011,0.009,0.008,0.012,0.021,0.026,0.022,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406120,ésñèä,Kamisushiyakusho,1,0,3,èÄçH,220,362,8647,0.007,0.047,0,0,0,0,0,0,0,0,0.016,0,2,,30,31,30,31,31,29,29,30,31,31,28,31,714,737,714,733,737,710,710,713,738,737,666,738,0.006,0.005,0.006,0.006,0.005,0.007,0.007,0.009,0.011,0.009,0.009,0.009,0.028,0.023,0.025,0.032,0.03,0.024,0.027,0.03,0.047,0.03,0.026,0.034,0.01,0.009,0.013,0.011,0.012,0.011,0.013,0.016,0.022,0.015,0.015,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406130,ê[é≈ê_é–,Fukashibajinja,1,0,1,èZ,220,311,7441,0.008,0.051,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,28,0,9,31,31,28,31,714,737,714,738,737,679,0,243,738,737,666,738,0.007,0.008,0.009,0.007,0.006,0.007,,0.01,0.01,0.008,0.009,0.009,0.032,0.046,0.043,0.04,0.031,0.034,,0.04,0.051,0.034,0.037,0.036,0.014,0.023,0.016,0.016,0.015,0.014,,0.018,0.023,0.016,0.017,0.017,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406140,îíè\éöïaâ@,Hakujuujibyouin,1,0,6,ñ¢,220,362,8631,0.006,0.043,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,31,31,30,28,30,31,31,28,31,714,737,714,736,737,711,690,713,738,737,666,738,0.004,0.005,0.005,0.004,0.004,0.004,0.004,0.007,0.009,0.007,0.007,0.007,0.027,0.027,0.028,0.031,0.025,0.024,0.03,0.029,0.043,0.032,0.033,0.028,0.009,0.009,0.011,0.013,0.01,0.009,0.008,0.013,0.02,0.012,0.013,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08406150,ê¬îÃòAÉZÉìÉ^Å[,Seihanrensenta,1,0,6,ñ¢,220,363,8645,0.007,0.049,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,29,30,31,31,28,31,714,736,714,736,737,711,706,713,738,737,665,738,0.005,0.004,0.004,0.003,0.003,0.003,0.005,0.009,0.013,0.011,0.011,0.007,0.018,0.022,0.018,0.017,0.014,0.013,0.025,0.036,0.048,0.043,0.041,0.049,0.008,0.006,0.007,0.008,0.005,0.005,0.011,0.019,0.024,0.018,0.021,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08407010,îgçËëæìc,Hasakioota,1,0,1,èZ,220,363,8662,0.004,0.038,0,0,0,0,0,0,0,0,0.012,0,2,,30,31,30,30,31,30,31,30,30,31,28,31,713,736,713,735,737,713,738,712,730,733,665,737,0.003,0.003,0.003,0.003,0.002,0.002,0.003,0.006,0.009,0.007,0.007,0.004,0.016,0.022,0.018,0.019,0.015,0.011,0.02,0.025,0.038,0.032,0.033,0.02,0.006,0.005,0.007,0.008,0.005,0.005,0.007,0.012,0.018,0.011,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08407070,ñké·èºÇPçÜåˆâÄ,Kitawakamatsu1Goukouen,1,0,6,ñ¢,220,347,8289,0.005,0.04,0,0,0,0,0,0,0,0,0.016,0,2,,30,31,30,31,31,30,29,30,15,31,28,31,714,737,714,735,737,711,715,713,374,735,666,738,0.004,0.003,0.004,0.003,0.003,0.003,0.004,0.007,0.009,0.011,0.009,0.005,0.026,0.022,0.019,0.021,0.013,0.016,0.026,0.032,0.034,0.04,0.039,0.033,0.009,0.006,0.01,0.009,0.005,0.006,0.008,0.017,0.016,0.019,0.014,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08232,ê_ê≤és,Kamisu-shi,08407080,îgçËè¨äwçZ,Hasakishougakkou,1,0,1,èZ,220,306,7310,0.004,0.041,0,0,0,0,0,0,0,0,0.012,0,2,,30,31,30,31,31,30,31,28,31,31,2,0,714,736,713,738,737,711,737,684,738,737,65,0,0.003,0.004,0.005,0.004,0.003,0.002,0.003,0.004,0.008,0.006,0.008,,0.021,0.026,0.031,0.027,0.017,0.017,0.014,0.033,0.041,0.029,0.023,,0.007,0.008,0.011,0.009,0.005,0.005,0.006,0.011,0.018,0.011,0.008,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08234,ñgìcés,Hokota-shi,08402010,ñgìc,Hokota,1,0,1,èZ,1000,364,8680,0.006,0.047,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,29,31,31,30,31,30,31,31,28,31,714,739,710,734,737,715,737,715,739,737,666,737,0.005,0.005,0.004,0.004,0.003,0.004,0.005,0.008,0.009,0.008,0.008,0.006,0.032,0.026,0.021,0.019,0.019,0.018,0.026,0.033,0.035,0.033,0.04,0.047,0.009,0.007,0.01,0.007,0.005,0.007,0.008,0.013,0.016,0.014,0.014,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,08,àÔèÈåß,Ibaraki-ken,08341,ìåäCë∫,Toukai-mura,08341010,èÌó§ìﬂâœìåäC,Hitachinakatoukai,1,0,6,ñ¢,1000,364,8676,0.004,0.024,0,0,0,0,0,0,0,0,0.009,0,2,,30,31,30,30,31,30,31,30,31,31,28,31,713,739,715,731,733,713,736,715,737,739,666,739,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.005,0.006,0.005,0.005,0.005,0.011,0.021,0.024,0.024,0.012,0.019,0.013,0.024,0.022,0.015,0.022,0.017,0.006,0.009,0.009,0.009,0.005,0.006,0.006,0.011,0.011,0.008,0.009,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09201060,êùã{íÜäwçZ,Suzumenomiyachuugakkou,1,0,1,èZ,230,363,8670,0.007,0.041,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,30,31,30,29,31,28,31,715,739,713,739,738,714,738,715,717,739,666,737,0.005,0.005,0.005,0.005,0.004,0.004,0.006,0.009,0.012,0.013,0.01,0.008,0.02,0.017,0.018,0.018,0.015,0.017,0.022,0.029,0.04,0.039,0.041,0.026,0.01,0.009,0.008,0.008,0.006,0.01,0.01,0.016,0.023,0.019,0.017,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09201110,ê¥å¥,Kiyohara,1,0,6,ñ¢,230,364,8681,0.009,0.044,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,31,29,31,31,28,31,714,738,715,735,739,713,738,708,738,739,666,738,0.008,0.007,0.006,0.006,0.005,0.008,0.009,0.013,0.014,0.013,0.013,0.009,0.035,0.036,0.036,0.035,0.04,0.039,0.039,0.038,0.043,0.04,0.042,0.044,0.015,0.012,0.013,0.011,0.008,0.013,0.016,0.02,0.023,0.019,0.019,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09201120,íÜâõ,Chuuou,1,0,2,è§,230,361,8650,0.008,0.049,0,0,0,0,0,0,0,0,0.018,0,2,,30,31,30,31,31,30,31,30,27,31,28,31,714,739,713,738,739,712,739,714,700,738,666,738,0.006,0.007,0.006,0.007,0.006,0.005,0.006,0.01,0.013,0.013,0.01,0.008,0.027,0.021,0.015,0.025,0.022,0.019,0.024,0.04,0.049,0.037,0.036,0.027,0.01,0.01,0.01,0.01,0.009,0.01,0.01,0.019,0.024,0.021,0.017,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09201570,ëÂí ÇË,Oodoori,2,0,2,è§,230,364,8682,0.01,0.045,0,0,0,0,0,0,0,0,0.021,0,2,,30,31,30,31,31,30,31,29,31,31,28,31,714,738,715,738,739,714,739,705,738,739,666,737,0.008,0.009,0.009,0.008,0.007,0.007,0.008,0.011,0.014,0.015,0.012,0.011,0.032,0.029,0.031,0.028,0.031,0.027,0.027,0.041,0.045,0.038,0.041,0.033,0.014,0.013,0.013,0.014,0.011,0.014,0.014,0.02,0.025,0.022,0.021,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09201580,ïΩèo,Hiraide,2,0,6,ñ¢,230,364,8699,0.011,0.056,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,31,31,30,31,29,31,31,28,31,713,739,715,738,739,715,738,704,741,743,671,743,0.012,0.012,0.012,0.01,0.009,0.011,0.012,0.014,0.013,0.008,0.009,0.007,0.035,0.034,0.032,0.033,0.028,0.03,0.038,0.04,0.056,0.038,0.044,0.032,0.022,0.019,0.021,0.018,0.014,0.016,0.017,0.019,0.029,0.016,0.015,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09201,âFìsã{és,Utsunomiya-shi,09304010,âÕì‡,Kawachi,1,0,1,èZ,1000,363,8679,0.006,0.036,0,0,0,0,0,0,0,0,0.016,0,2,,30,31,30,31,31,30,31,29,31,31,28,30,714,739,714,738,739,715,738,708,738,739,667,730,0.005,0.005,0.005,0.004,0.004,0.004,0.005,0.007,0.01,0.01,0.009,0.007,0.019,0.016,0.021,0.015,0.015,0.016,0.019,0.032,0.036,0.035,0.034,0.029,0.011,0.009,0.008,0.008,0.008,0.009,0.009,0.013,0.019,0.017,0.016,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09202,ë´óòés,Ashikaga-shi,09202010,ë´óòésñèä,Ashikagashiyakusho,1,0,1,èZ,232,324,7896,0.006,0.061,0,0,0,0,0,0,0,0,0.016,0,2,,30,31,27,28,20,8,30,30,31,31,27,31,714,739,694,712,518,202,728,715,738,739,660,737,0.004,0.004,0.005,0.005,0.004,0.005,0.005,0.008,0.01,0.008,0.008,0.008,0.016,0.024,0.061,0.017,0.013,0.013,0.024,0.028,0.037,0.038,0.031,0.031,0.009,0.01,0.015,0.008,0.007,0.006,0.011,0.016,0.022,0.018,0.015,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09202,ë´óòés,Ashikaga-shi,09202520,ë´óòésãvï€ìcåˆâÄ,Ashikagashikubotakouen,2,0,6,ñ¢,232,363,8666,0.01,0.042,0,0,0,0,0,0,0,0,0.022,0,2,,30,31,30,29,31,30,31,30,31,31,28,31,715,738,708,718,739,714,737,715,739,737,667,739,0.01,0.01,0.008,0.007,0.006,0.007,0.009,0.014,0.014,0.013,0.014,0.013,0.032,0.026,0.024,0.023,0.021,0.021,0.035,0.04,0.042,0.037,0.041,0.038,0.018,0.016,0.013,0.013,0.01,0.012,0.019,0.021,0.027,0.022,0.027,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,09,ì»ñÿåß,Tochigi-ken,09203,ì»ñÿés,Tochigi-shi,09203010,ì»ñÿésñèä,Tochigishiyakusho,1,0,1,èZ,233,365,8679,0.007,0.033,0,0,0,0,0,0,0,0,0.015,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,714,739,709,738,739,713,739,714,738,739,660,737,0.006,0.006,0.005,0.005,0.004,0.004,0.006,0.009,0.01,0.01,0.008,0.007,0.019,0.02,0.016,0.013,0.015,0.018,0.022,0.023,0.033,0.027,0.028,0.026,0.011,0.01,0.009,0.007,0.007,0.01,0.01,0.016,0.021,0.017,0.015,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
