ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),îNïΩãœíl(NO2/NO+NO2)(%),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄8,îNä‘èWåvçÄñ⁄9,îNä‘èWåvçÄñ⁄10,îNä‘èWåvçÄñ⁄11,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇSåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇTåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇUåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇVåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇWåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇXåé,åéïΩãœíl(NO2/NO+NO2)(%)_10åé,åéïΩãœíl(NO2/NO+NO2)(%)_11åé,åéïΩãœíl(NO2/NO+NO2)(%)_12åé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇPåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇQåé,åéïΩãœíl(NO2/NO+NO2)(%)_ÇRåé,åéä‘èWåvçÄñ⁄7_ÇSåé,åéä‘èWåvçÄñ⁄7_ÇTåé,åéä‘èWåvçÄñ⁄7_ÇUåé,åéä‘èWåvçÄñ⁄7_ÇVåé,åéä‘èWåvçÄñ⁄7_ÇWåé,åéä‘èWåvçÄñ⁄7_ÇXåé,åéä‘èWåvçÄñ⁄7_10åé,åéä‘èWåvçÄñ⁄7_11åé,åéä‘èWåvçÄñ⁄7_12åé,åéä‘èWåvçÄñ⁄7_ÇPåé,åéä‘èWåvçÄñ⁄7_ÇQåé,åéä‘èWåvçÄñ⁄7_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,04,NOX,2,04,ã{èÈåß,Miyagi-ken,04401,èºìáí¨,Matsushima-machi,04401010,èºìá,Matsushima,1,0,1,èZ,1000,362,8661,0.005,0.09,0.016,84.3,2,,,,,,,,,,29,31,30,31,31,30,29,30,31,31,28,31,711,736,713,735,737,713,728,712,737,736,666,737,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.008,0.008,0.006,0.006,0.006,0.041,0.013,0.019,0.013,0.017,0.026,0.03,0.065,0.082,0.09,0.066,0.057,0.008,0.006,0.008,0.007,0.007,0.008,0.013,0.024,0.022,0.02,0.012,0.011,91.4,95.3,91.3,88.3,84.9,85.1,84.9,74.1,77.4,84.6,86.8,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,04,ã{èÈåß,Miyagi-ken,04406,óòï{í¨,Rifu-cho,04406010,óòï{,Rifu,1,0,1,èZ,110,62,1513,0.007,0.06,0.016,88.7,2,,,,,,,,,,29,0,0,0,0,0,0,0,0,0,3,30,702,0,0,0,0,0,0,0,0,0,75,736,0.006,,,,,,,,,,0.008,0.008,0.052,,,,,,,,,,0.055,0.06,0.016,,,,,,,,,,0.011,0.02,92.1,,,,,,,,,,88.7,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,04,ã{èÈåß,Miyagi-ken,04421,ëÂòaí¨,Taiwa-cho,04421010,ëÂòa,Taiwa,1,0,1,èZ,1000,364,8717,0.006,0.067,0.017,78.8,2,,,,,,,,,,30,31,30,31,31,30,31,29,31,31,28,31,715,741,717,740,741,718,739,714,742,739,669,742,0.005,0.004,0.004,0.005,0.004,0.005,0.006,0.009,0.009,0.006,0.006,0.007,0.062,0.016,0.018,0.015,0.017,0.027,0.041,0.066,0.067,0.058,0.048,0.059,0.011,0.007,0.009,0.006,0.008,0.009,0.015,0.029,0.023,0.025,0.013,0.015,84.4,82.2,82.3,77.5,74.3,75.2,76.6,71.1,71.6,85.7,87.5,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,04,ã{èÈåß,Miyagi-ken,04501,óOíJí¨,Wakuya-cho,04501010,çëê›‚Øäx,Kokusetsunonodake,1,0,6,ñ¢,1000,361,8621,0.002,0.021,0.004,96.4,2,,,,,,,,,,30,31,29,31,31,29,31,30,31,31,28,29,712,735,703,737,736,700,736,709,734,735,664,720,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.01,0.013,0.011,0.013,0.021,0.008,0.01,0.01,0.014,0.012,0.009,0.01,0.004,0.004,0.003,0.004,0.009,0.002,0.004,0.005,0.005,0.003,0.003,0.005,97.7,97.4,96.9,95.9,90.8,98.3,96.7,95.6,95.3,97.7,96.5,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201010,è´åRñÏ,Shougunno,1,0,1,èZ,140,344,8206,0.004,0.076,0.014,87.7,2,,,,,,,,,,30,31,30,12,31,29,31,30,31,31,27,31,709,734,712,308,740,707,736,711,730,733,652,734,0.004,0.003,0.003,0.002,0.001,0.002,0.004,0.005,0.006,0.007,0.007,0.006,0.017,0.014,0.017,0.015,0.013,0.013,0.028,0.051,0.066,0.076,0.059,0.038,0.007,0.007,0.005,0.004,0.003,0.004,0.012,0.01,0.019,0.02,0.021,0.014,91.3,94.8,91.2,91.2,92.6,95.4,88.2,85.8,81.5,84.5,85.7,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201040,êmà‰ìc,Niida,1,0,1,èZ,140,364,8631,0.007,0.228,0.027,69.8,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,27,31,710,732,712,734,733,710,736,710,734,736,655,729,0.005,0.003,0.003,0.003,0.003,0.003,0.006,0.008,0.013,0.016,0.014,0.01,0.039,0.032,0.012,0.016,0.014,0.012,0.047,0.055,0.154,0.228,0.156,0.138,0.009,0.007,0.004,0.005,0.006,0.005,0.013,0.015,0.027,0.04,0.035,0.019,86,92,90.1,75.3,74.3,85.4,71,70.6,58.4,64,64.9,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201080,ìyçË,Tsuchizaki,1,0,3,èÄçH,140,363,8631,0.012,0.214,0.033,55.2,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,26,31,708,735,712,733,735,710,735,708,734,736,651,734,0.011,0.009,0.01,0.009,0.008,0.009,0.014,0.014,0.016,0.014,0.013,0.014,0.062,0.042,0.051,0.078,0.038,0.035,0.214,0.1,0.105,0.109,0.097,0.111,0.02,0.018,0.016,0.018,0.015,0.015,0.035,0.036,0.043,0.035,0.046,0.024,59.6,64.8,56.6,48.4,49.4,48.9,47.5,52,50.9,60.3,61.6,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201120,éRâ§,Sannou,1,0,2,è§,140,363,8674,0.006,0.068,0.016,87.1,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,29,712,740,716,739,740,715,740,716,739,740,668,709,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.007,0.009,0.01,0.01,0.009,0.024,0.019,0.021,0.016,0.017,0.021,0.05,0.043,0.067,0.051,0.068,0.044,0.011,0.007,0.007,0.006,0.006,0.006,0.015,0.012,0.022,0.025,0.027,0.015,90.7,94.6,92.9,89.4,87.2,91.8,88.3,85.2,81.7,84.7,84.1,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201130,êVâÆ,Araya,1,0,2,è§,140,361,8590,0.007,0.247,0.026,73.5,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,24,31,708,736,712,734,736,707,736,712,734,735,601,739,0.006,0.004,0.003,0.004,0.004,0.003,0.005,0.008,0.01,0.011,0.013,0.012,0.04,0.026,0.022,0.021,0.035,0.015,0.069,0.071,0.086,0.106,0.247,0.111,0.012,0.007,0.005,0.007,0.009,0.005,0.016,0.017,0.033,0.029,0.046,0.026,80.2,83.2,82.9,77.2,74,79.8,75.5,70.7,68.3,74.9,66.8,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201340,ñxêÏ,Horikawa,1,0,1,èZ,140,361,8661,0.004,0.133,0.013,79.4,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,26,29,714,739,716,739,738,715,740,715,739,740,646,720,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.006,0.007,0.007,0.005,0.026,0.015,0.009,0.011,0.01,0.013,0.032,0.039,0.133,0.044,0.081,0.068,0.005,0.005,0.003,0.004,0.004,0.004,0.008,0.008,0.014,0.013,0.014,0.01,89.2,95.4,92.2,82.8,82.2,84.5,85.5,79.4,68.7,73.4,71.2,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201370,çLñ ,Hiroomote,1,0,1,èZ,140,363,8667,0.005,0.106,0.015,79.6,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,29,709,740,716,739,740,715,740,715,739,740,668,706,0.005,0.003,0.003,0.003,0.002,0.002,0.004,0.006,0.008,0.01,0.009,0.008,0.032,0.014,0.014,0.01,0.017,0.013,0.021,0.039,0.045,0.089,0.106,0.079,0.006,0.005,0.004,0.004,0.004,0.004,0.009,0.011,0.017,0.022,0.028,0.014,83.1,89.3,86.6,82.2,82.5,84.8,76.2,73.3,73,78.3,79.8,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05201,èHìcés,Akita-shi,05201530,é©îràÔìá,Jihaibarajima,2,0,2,è§,140,363,8681,0.015,0.145,0.035,54.6,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,26,31,712,739,716,739,738,714,740,715,739,740,655,734,0.014,0.011,0.011,0.012,0.011,0.013,0.017,0.019,0.02,0.02,0.02,0.017,0.075,0.072,0.038,0.051,0.046,0.043,0.066,0.094,0.138,0.12,0.145,0.076,0.022,0.019,0.017,0.018,0.019,0.019,0.034,0.031,0.041,0.053,0.051,0.026,59.5,65.7,58.1,51.4,52.4,50.2,49.3,49.6,49.2,56.2,56.9,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05202,î\ë„és,Noshiro-shi,05202020,î\ë„êº,Noshironishi,1,0,1,èZ,1000,360,8618,0.003,0.124,0.011,76.2,2,,,,,,,,,,30,31,30,31,28,30,31,30,31,31,28,29,715,740,716,739,675,716,738,716,739,740,668,716,0.002,0.002,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.005,0.004,0.003,0.02,0.031,0.031,0.041,0.033,0.03,0.059,0.091,0.043,0.124,0.071,0.025,0.005,0.008,0.007,0.006,0.007,0.006,0.011,0.009,0.009,0.022,0.015,0.006,90.1,79,70,68.6,68.4,74,80,80.9,83.3,69.1,72.5,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05202,î\ë„és,Noshiro-shi,05202040,ûwéR,Hiyama,1,0,6,ñ¢,1000,363,8678,0.001,0.013,0.004,88,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,29,715,740,716,739,740,713,739,716,739,740,668,713,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.007,0.005,0.01,0.008,0.006,0.01,0.005,0.003,0.006,0.013,0.012,0.008,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.004,0.005,0.003,93.7,95.2,86.9,65.5,59,90.5,94.7,96.2,91.9,87.5,88.2,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05204,ëÂäŸés,Oodate-shi,05204020,ëÂäŸ,Oodate,1,0,1,èZ,1000,362,8675,0.005,0.078,0.022,74.2,2,,,,,,,,,,30,31,30,31,31,29,31,30,31,31,28,29,716,740,715,739,739,711,740,715,740,740,668,712,0.003,0.002,0.001,0.001,0.001,0.002,0.003,0.006,0.008,0.015,0.01,0.007,0.014,0.008,0.008,0.007,0.011,0.009,0.016,0.06,0.056,0.078,0.067,0.039,0.006,0.003,0.003,0.002,0.003,0.004,0.008,0.018,0.021,0.031,0.018,0.016,83.3,85.4,87.1,74.1,73,72.7,69.9,69.4,67,71.4,76.3,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05206,íjé≠és,Oga-shi,05206060,ëDêÏ,Funakawa,1,0,1,èZ,140,363,8682,0.002,0.098,0.006,82.5,2,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,29,714,740,716,739,737,716,739,716,739,740,668,718,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.018,0.013,0.015,0.014,0.016,0.059,0.028,0.098,0.037,0.048,0.06,0.014,0.005,0.004,0.004,0.003,0.004,0.005,0.004,0.016,0.006,0.008,0.008,0.006,90.2,92.3,87,75.3,76.4,79.7,89.5,70.8,83.5,76.4,78.6,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05210,óRóòñ{ëëés,Yurihonjyou-shi,05205010,ñ{ëë,Honjou,1,0,1,èZ,1000,294,7152,0.002,0.039,0.007,87.1,2,,,,,,,,,,30,31,30,11,0,20,31,30,24,30,27,30,716,739,716,271,0,525,739,716,623,726,657,724,0.002,0.002,0.002,0.001,,0.001,0.003,0,0.002,0.001,0.001,0.004,0.012,0.008,0.006,0.005,,0.009,0.038,0.012,0.031,0.039,0.021,0.018,0.004,0.003,0.003,0.003,,0.003,0.015,0.002,0.007,0.007,0.006,0.008,94.3,99.8,94.7,93,,67.8,76.4,60.1,62.2,86.5,86.5,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,05,èHìcåß,Akita-ken,05212,ëÂêÂés,Daisen-shi,05208010,ëÂã»,Oomagari,1,0,1,èZ,1000,334,8021,0.004,0.091,0.018,85.5,2,,,,,,,,,,30,31,30,31,31,26,31,22,14,31,28,29,712,740,716,739,739,640,739,533,344,740,668,711,0.002,0.001,0.001,0.001,0.001,0.002,0.004,0.007,0.007,0.011,0.009,0.008,0.024,0.008,0.007,0.009,0.009,0.009,0.076,0.068,0.043,0.091,0.046,0.045,0.005,0.003,0.002,0.003,0.003,0.004,0.014,0.019,0.015,0.029,0.025,0.019,91.8,95.7,91,79.1,74.3,92.7,84.9,81.9,87.6,82,84.2,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06201,éRå`és,Yamagata-shi,06201110,éRå`ê¨ëÚêº,Yamagatanarisawanishi,1,0,1,èZ,142,356,8578,0.007,0.075,0.02,83.7,2,,,,,,,,,,28,31,30,29,31,30,31,29,29,31,26,31,689,739,716,714,740,715,740,696,713,737,642,737,0.005,0.004,0.004,0.003,0.003,0.004,0.005,0.008,0.011,0.013,0.011,0.009,0.023,0.017,0.012,0.011,0.014,0.016,0.022,0.055,0.055,0.075,0.059,0.049,0.009,0.009,0.005,0.005,0.005,0.007,0.012,0.026,0.028,0.032,0.019,0.017,90.8,94.1,89.6,87.4,83.6,87.8,84.5,78.2,75.6,80.4,84.4,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06201,éRå`és,Yamagata-shi,06201510,éRå`â∫éRâ∆,Yamagatashimoyanbe,2,0,1,èZ,142,356,8589,0.017,0.164,0.046,58.1,2,,,,,,,,,,30,29,30,29,30,30,31,30,29,31,26,31,716,712,715,716,730,716,740,715,712,735,642,740,0.015,0.01,0.01,0.009,0.009,0.01,0.014,0.022,0.028,0.027,0.025,0.022,0.057,0.041,0.04,0.035,0.041,0.039,0.064,0.141,0.127,0.164,0.136,0.11,0.025,0.019,0.013,0.014,0.017,0.014,0.026,0.049,0.051,0.087,0.062,0.037,62.9,65.6,63.7,58.7,58.4,57.9,57,51.1,50,58.2,60.9,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06202,ïƒëÚés,Yonezawa-shi,06202010,ïƒëÚã‡ír,Yonezawakanaike,1,0,1,èZ,1000,341,8278,0.006,0.096,0.022,82.2,2,,,,,,,,,,26,31,30,26,26,30,31,28,31,29,22,31,658,739,714,653,644,715,738,689,737,714,537,740,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.006,0.01,0.012,0.009,0.008,0.025,0.013,0.011,0.011,0.012,0.011,0.019,0.037,0.052,0.096,0.088,0.051,0.008,0.007,0.004,0.004,0.005,0.004,0.008,0.019,0.027,0.04,0.022,0.02,88.4,82.9,77.8,83.3,77.9,86.2,83.1,81.4,75.2,81.1,85.7,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06203,íﬂâ™és,Tsuruoka-shi,06203010,íﬂâ™ã—í¨,Tsuruokanishikimachi,1,0,1,èZ,1000,355,8567,0.004,0.046,0.013,90.3,2,,,,,,,,,,30,29,30,29,31,30,31,26,31,29,28,31,712,712,715,714,737,714,739,665,739,715,666,739,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.006,0.005,0.006,0.006,0.021,0.014,0.008,0.011,0.013,0.015,0.018,0.026,0.046,0.039,0.038,0.043,0.006,0.005,0.003,0.004,0.004,0.004,0.008,0.01,0.017,0.016,0.019,0.015,96.6,97.5,97.3,91.2,89.4,93.5,91.7,92.3,83.5,87.6,88.3,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06204,éìcés,Sakata-shi,06204050,éìcé·ïl,Sakatawakahama,1,0,1,èZ,150,355,8569,0.003,0.053,0.009,92.4,2,,,,,,,,,,30,29,30,29,31,30,31,26,31,29,28,31,715,714,714,710,737,714,737,670,738,715,666,739,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.005,0.004,0.005,0.004,0.012,0.021,0.017,0.026,0.021,0.021,0.015,0.018,0.033,0.025,0.053,0.031,0.004,0.004,0.004,0.004,0.005,0.004,0.005,0.006,0.015,0.011,0.018,0.007,96.6,97.1,94.5,92.3,94.4,96.2,96.1,93.3,88.3,88.4,89.3,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06205,êVèØés,Shinjyou-shi,06205010,êVèØâ∫ìc,Shinjoushimoda,1,0,1,èZ,1000,352,8499,0.005,0.097,0.018,84,2,,,,,,,,,,25,29,30,29,31,30,31,28,31,29,28,31,619,713,715,713,737,715,739,690,739,714,666,739,0.004,0.002,0.002,0.002,0.002,0.002,0.004,0.006,0.008,0.011,0.009,0.008,0.018,0.011,0.006,0.006,0.007,0.012,0.022,0.033,0.055,0.097,0.04,0.052,0.006,0.004,0.003,0.004,0.003,0.004,0.007,0.012,0.017,0.028,0.026,0.021,84.8,94.1,91.4,86.2,83.1,85.9,83.2,79.2,79,81.1,86.8,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06206,ä¶âÕç]és,Sagae-shi,06206010,ä¶âÕç]êºç™,Sagaenishine,1,0,1,èZ,1000,357,8597,0.004,0.077,0.013,84.1,2,,,,,,,,,,30,29,30,29,31,30,31,28,31,29,28,31,716,714,713,716,738,715,736,691,736,714,668,740,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.005,0.007,0.008,0.007,0.005,0.014,0.016,0.009,0.018,0.011,0.008,0.016,0.031,0.033,0.077,0.053,0.036,0.006,0.006,0.003,0.004,0.003,0.004,0.006,0.013,0.016,0.027,0.015,0.011,88.9,91.9,89.9,87.9,84.5,88.1,85,79.7,81.6,81.1,81.3,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,04,NOX,2,06,éRå`åß,Yamagata-ken,06208,ë∫éRés,Murayama-shi,06208010,ë∫éRè|â™ìJìc,Murayamatateokafueda,1,0,6,ñ¢,1000,306,7433,0.004,0.061,0.012,65,2,,,,,,,,,,30,29,22,26,31,30,31,9,9,30,28,31,715,712,540,653,734,713,737,243,246,732,668,740,0.006,0.003,0.004,0.003,0.003,0.003,0.003,0.004,0.005,0.008,0.005,0.004,0.035,0.021,0.01,0.009,0.01,0.011,0.017,0.022,0.024,0.061,0.045,0.052,0.011,0.009,0.006,0.006,0.006,0.006,0.007,0.005,0.009,0.032,0.016,0.01,52.6,59.5,40.2,58.3,55.2,57,69.5,73.1,86.7,75.3,74.3,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
