ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(mg/m3),ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇÃç≈çÇíl(mg/m3),ì˙ïΩãœílÇÃÇQ%èúäOíl(mg/m3),ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙Ç™ÇQì˙à»è„òAë±ÇµÇΩÇ±Ç∆ÇÃóLñ≥(óL:XÅEñ≥:O),ä¬ã´äÓèÄÇÃí∑ä˙ìIï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(mg/m3)_ÇSåé,åéïΩãœíl(mg/m3)_ÇTåé,åéïΩãœíl(mg/m3)_ÇUåé,åéïΩãœíl(mg/m3)_ÇVåé,åéïΩãœíl(mg/m3)_ÇWåé,åéïΩãœíl(mg/m3)_ÇXåé,åéïΩãœíl(mg/m3)_10åé,åéïΩãœíl(mg/m3)_11åé,åéïΩãœíl(mg/m3)_12åé,åéïΩãœíl(mg/m3)_ÇPåé,åéïΩãœíl(mg/m3)_ÇQåé,åéïΩãœíl(mg/m3)_ÇRåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.20mg/m3Çí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.10mg/m3Çí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(mg/m3)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(mg/m3)_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13101,êÁë„ìcãÊ,Chiyoda-ku,13101520,çëê›â‡Ç™ä÷,Kokusetsukasumigaseki,2,0,2,è§,330,361,8678,0.013,0,0,0,0,0.091,0.027,O,0,3,,,,,30,31,30,31,31,30,31,30,27,31,28,31,718,742,717,742,742,718,742,718,685,742,670,742,0.014,0.015,0.013,0.014,0.014,0.013,0.012,0.013,0.013,0.009,0.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.052,0.031,0.065,0.073,0.044,0.091,0.035,0.057,0.026,0.029,0.044,0.042,0.031,0.023,0.028,0.039,0.02,0.031,0.023,0.024,0.016,0.018,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13101,êÁë„ìcãÊ,Chiyoda-ku,13101530,Å¶çëê›ñkÇÃä€,Kokusetsukitanomaru,2,1,1,èZ,330,359,8623,0.016,0,0,0,0,0.155,0.035,O,0,3,,,,,30,31,29,31,31,30,31,30,26,31,28,31,716,742,709,738,742,718,741,718,645,742,670,742,0.018,0.019,0.017,0.017,0.018,0.016,0.015,0.016,0.015,0.012,0.013,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.082,0.155,0.082,0.128,0.089,0.063,0.095,0.062,0.047,0.119,0.053,0.05,0.039,0.035,0.043,0.045,0.025,0.028,0.027,0.033,0.024,0.024,0.032,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13102,íÜâõãÊ,Chuuou-ku,13102010,íÜâõãÊê∞äC,Chuuoukuharumi,1,0,3,èÄçH,330,359,8603,0.013,0,0,0,0,0.085,0.03,O,0,3,,,,,30,31,27,31,31,30,28,30,31,31,28,31,716,739,662,738,739,715,692,716,740,740,668,738,0.014,0.015,0.012,0.015,0.016,0.013,0.012,0.012,0.012,0.009,0.009,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.058,0.03,0.073,0.085,0.042,0.034,0.041,0.052,0.033,0.044,0.046,0.04,0.034,0.021,0.038,0.041,0.022,0.021,0.025,0.027,0.015,0.017,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13102,íÜâõãÊ,Chuuou-ku,13102510,âië„í ÇËêVêÏ,Eitaidoorishinkawa,2,0,2,è§,330,362,8653,0.015,0,0,0,0,0.101,0.032,O,0,3,,,,,30,28,30,31,31,30,31,30,31,31,28,31,716,692,716,739,738,716,738,713,740,740,666,739,0.017,0.016,0.011,0.016,0.018,0.015,0.014,0.016,0.015,0.01,0.011,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.051,0.036,0.058,0.091,0.049,0.053,0.067,0.07,0.037,0.038,0.052,0.053,0.035,0.023,0.029,0.049,0.026,0.03,0.034,0.032,0.018,0.02,0.029,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13103,ç`ãÊ,Minato-ku,13103010,ç`ãÊçÇó÷,Minatokutakanawa,1,0,1,èZ,330,361,8642,0.014,0,0,0,0,0.096,0.036,O,0,3,,,,,30,31,29,29,30,30,31,30,31,31,28,31,715,741,702,703,727,716,739,715,741,740,664,739,0.016,0.017,0.015,0.018,0.019,0.015,0.013,0.013,0.012,0.009,0.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.058,0.043,0.093,0.096,0.054,0.062,0.041,0.058,0.033,0.032,0.043,0.045,0.038,0.028,0.049,0.052,0.026,0.023,0.024,0.025,0.017,0.018,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13103,ç`ãÊ,Minato-ku,13108020,ç`ãÊë‰èÍ,Minatokudaiba,1,0,3,èÄçH,330,359,8599,0.014,0,0,0,0,0.098,0.032,O,0,3,,,,,30,31,27,31,31,30,28,30,31,31,28,31,716,738,664,738,739,715,690,714,740,740,668,737,0.016,0.018,0.014,0.017,0.018,0.014,0.013,0.013,0.012,0.009,0.009,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.066,0.036,0.085,0.098,0.045,0.037,0.047,0.055,0.034,0.032,0.053,0.042,0.038,0.026,0.044,0.044,0.024,0.022,0.027,0.03,0.015,0.017,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13104,êVèhãÊ,Shinjyuku-ku,13104010,çëê›ìåãûÅiêVèhÅj,Kokusetsutoukyou(Shinjuku),1,0,1,èZ,330,358,8568,0.012,0,0,0,0,0.125,0.035,O,0,3,,,,,30,31,27,31,27,30,31,30,31,31,28,31,712,740,659,735,668,714,737,716,740,740,668,739,0.012,0.014,0.013,0.017,0.017,0.013,0.01,0.011,0.01,0.008,0.008,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.051,0.047,0.114,0.121,0.069,0.036,0.032,0.049,0.032,0.034,0.125,0.035,0.034,0.023,0.059,0.061,0.028,0.023,0.021,0.023,0.016,0.016,0.031,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13104,êVèhãÊ,Shinjyuku-ku,13104540,çëê›êVèh,Kokusetsushinjuku,2,0,1,èZ,330,363,8694,0.011,0,0,0,0,0.066,0.023,O,0,3,,,,,30,31,30,31,31,30,31,30,29,31,28,31,711,741,716,742,741,717,742,718,713,742,670,741,0.011,0.012,0.011,0.011,0.011,0.01,0.009,0.01,0.011,0.008,0.009,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.039,0.028,0.066,0.052,0.031,0.035,0.049,0.053,0.038,0.039,0.051,0.031,0.027,0.021,0.029,0.03,0.018,0.021,0.019,0.024,0.02,0.019,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13104,êVèhãÊ,Shinjyuku-ku,13104550,êVñ⁄îíí ÇËâ∫óéçá,Shinmejirodoorishimoochiai,2,0,3,èÄçH,330,361,8634,0.014,0,0,0,0,0.095,0.031,O,0,3,,,,,30,31,26,31,31,30,31,30,31,31,28,31,715,741,649,739,740,715,739,716,739,738,667,736,0.016,0.016,0.014,0.016,0.017,0.015,0.013,0.014,0.012,0.01,0.01,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.059,0.032,0.095,0.082,0.048,0.034,0.047,0.052,0.029,0.051,0.036,0.05,0.038,0.026,0.045,0.046,0.025,0.024,0.025,0.026,0.016,0.02,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13105,ï∂ãûãÊ,Bunkyou-ku,13105010,ï∂ãûãÊñ{ãÓçû,Bunkyoukuhonkomagome,1,0,2,è§,330,288,6943,0.015,0,0,0,0,0.112,0.036,O,0,3,,,,,30,28,30,31,31,30,28,30,1,0,19,30,716,692,715,740,740,713,682,715,37,0,464,729,0.015,0.016,0.015,0.017,0.018,0.016,0.014,0.014,0.007,,0.011,0.014,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.082,0.053,0.094,0.112,0.091,0.052,0.04,0.044,0.03,,0.035,0.041,0.045,0.036,0.026,0.051,0.053,0.026,0.026,0.025,0.01,,0.02,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13105,ï∂ãûãÊ,Bunkyou-ku,13105530,ètì˙í ÇËëÂíÀ,Kasugadooriootsuka,2,0,2,è§,330,359,8618,0.014,0,0,0,0,0.103,0.031,O,0,3,,,,,30,31,30,28,31,30,31,27,31,31,28,31,715,741,715,697,740,715,740,667,741,740,668,739,0.015,0.017,0.014,0.015,0.02,0.015,0.013,0.014,0.014,0.01,0.011,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.054,0.032,0.054,0.103,0.061,0.041,0.049,0.052,0.033,0.038,0.046,0.046,0.036,0.025,0.025,0.062,0.025,0.026,0.026,0.027,0.019,0.021,0.029,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13106,ë‰ìåãÊ,Taitou-ku,13106520,ñæé°í ÇËëÂä÷â°íö,Meijidoorioozekiyokochou,2,0,2,è§,330,358,8608,0.015,0,0,0,0,0.135,0.033,O,0,3,,,,,30,30,27,31,31,30,31,30,28,31,28,31,715,736,672,739,739,716,738,715,692,740,668,738,0.016,0.018,0.014,0.017,0.018,0.015,0.013,0.014,0.014,0.011,0.012,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.064,0.035,0.135,0.079,0.044,0.048,0.067,0.062,0.04,0.05,0.051,0.043,0.039,0.026,0.046,0.049,0.024,0.027,0.03,0.03,0.02,0.022,0.032,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13107,ñnìcãÊ,Sumida-ku,13107520,êÖåÀäXìπìåå¸ìá,Mitokaidouhigashimukoujima,2,0,2,è§,330,357,8585,0.015,0,0,0,0,0.178,0.037,O,0,3,,,,,30,31,29,31,28,30,30,30,31,28,28,31,715,740,704,738,693,716,727,715,740,691,668,738,0.016,0.016,0.014,0.018,0.021,0.015,0.013,0.013,0.013,0.01,0.01,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.057,0.04,0.178,0.103,0.05,0.044,0.045,0.088,0.034,0.034,0.046,0.046,0.038,0.029,0.054,0.055,0.026,0.024,0.027,0.027,0.017,0.02,0.031,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13108,ç]ìåãÊ,Koutou-ku,13108010,ç]ìåãÊëÂìá,Koutoukuoojima,1,0,3,èÄçH,330,359,8547,0.012,0,0,0,0,0.109,0.031,O,0,3,,,,,30,31,30,28,31,30,31,30,31,28,28,31,713,741,713,692,739,714,735,706,732,673,654,735,0.013,0.015,0.011,0.015,0.016,0.013,0.011,0.011,0.011,0.008,0.008,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.055,0.042,0.109,0.084,0.056,0.048,0.049,0.057,0.036,0.043,0.051,0.042,0.033,0.028,0.048,0.042,0.027,0.025,0.027,0.029,0.017,0.019,0.028,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13108,ç]ìåãÊ,Koutou-ku,13108520,ãûótìπòHãTåÀ,Keiyoudourokameido,2,0,2,è§,330,357,8585,0.014,0,0,0,0,0.096,0.034,O,0,3,,,,,30,29,27,31,31,30,31,28,30,31,28,31,715,722,664,740,740,714,739,677,730,740,667,737,0.016,0.017,0.013,0.016,0.018,0.014,0.013,0.013,0.015,0.011,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.059,0.033,0.096,0.081,0.047,0.048,0.061,0.057,0.039,0.037,0.057,0.042,0.037,0.027,0.043,0.049,0.024,0.026,0.029,0.034,0.019,0.021,0.03,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13108,ç]ìåãÊ,Koutou-ku,13108530,éOÉcñ⁄í ÇËíCñ§,Mitsumedooritatsumi,2,0,1,èZ,330,357,8538,0.013,0,0,0,0,0.107,0.029,O,0,3,,,,,30,31,30,27,31,26,31,30,31,31,28,31,714,738,713,663,731,639,739,715,740,740,668,738,0.013,0.015,0.013,0.013,0.016,0.013,0.012,0.012,0.013,0.009,0.01,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.052,0.055,0.056,0.107,0.044,0.038,0.042,0.049,0.036,0.046,0.045,0.03,0.031,0.029,0.026,0.039,0.023,0.023,0.025,0.029,0.017,0.021,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13109,ïiêÏãÊ,Shinagawa-ku,13109010,ïiêÏãÊñLí¨,Shinagawakuyutakachou,1,0,1,èZ,330,362,8656,0.014,0,0,0,0,0.091,0.034,O,0,3,,,,,30,30,28,31,31,30,31,30,31,31,28,31,713,732,681,740,739,716,738,713,741,740,664,739,0.016,0.017,0.015,0.017,0.019,0.016,0.012,0.012,0.011,0.009,0.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0.062,0.037,0.088,0.091,0.054,0.035,0.041,0.047,0.032,0.032,0.043,0.048,0.039,0.026,0.044,0.051,0.027,0.022,0.023,0.024,0.016,0.018,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13109,ïiêÏãÊ,Shinagawa-ku,13109030,ïiêÏãÊî™í™,Shinagawakuyashio,1,0,1,èZ,330,362,8657,0.011,0,0,0,0,0.11,0.028,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,27,29,715,736,714,739,739,715,735,716,739,740,657,712,0.012,0.013,0.01,0.015,0.014,0.01,0.009,0.009,0.01,0.006,0.007,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.045,0.045,0.11,0.07,0.053,0.034,0.046,0.067,0.036,0.04,0.061,0.037,0.029,0.026,0.049,0.04,0.025,0.02,0.022,0.025,0.015,0.015,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13109,ïiêÏãÊ,Shinagawa-ku,13109510,ñkïiêÏåç∑ì_,Kitashinagawakousaten,2,0,2,è§,330,356,8552,0.013,0,0,0,0,0.084,0.027,O,0,3,,,,,30,31,26,31,31,30,31,29,31,27,28,31,714,741,644,738,740,716,736,710,740,667,666,740,0.015,0.016,0.014,0.015,0.015,0.013,0.011,0.012,0.012,0.009,0.01,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.06,0.035,0.077,0.073,0.041,0.031,0.04,0.048,0.029,0.03,0.069,0.043,0.036,0.025,0.037,0.039,0.021,0.021,0.023,0.024,0.016,0.018,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13109,ïiêÏãÊ,Shinagawa-ku,13109520,íÜå¥å˚åç∑ì_,Nakaharaguchikousaten,2,0,2,è§,330,359,8612,0.015,0,0,0,0,0.112,0.036,O,0,3,,,,,30,31,27,31,31,30,31,30,31,31,25,31,714,741,670,740,740,715,740,715,740,740,618,739,0.015,0.017,0.015,0.018,0.019,0.016,0.014,0.014,0.013,0.01,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.056,0.04,0.089,0.112,0.053,0.048,0.047,0.056,0.031,0.036,0.044,0.043,0.038,0.027,0.051,0.059,0.027,0.025,0.027,0.026,0.018,0.021,0.029,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13110,ñ⁄çïãÊ,Meguro-ku,13110010,ñ⁄çïãÊîËï∂íJ,Megurokuhimonya,1,0,1,èZ,330,358,8583,0.012,0,0,0,0,0.086,0.028,O,0,3,,,,,30,31,27,31,31,30,31,30,27,31,28,31,714,741,669,740,740,715,738,715,666,738,668,739,0.014,0.015,0.012,0.014,0.015,0.013,0.011,0.012,0.012,0.009,0.009,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.053,0.031,0.063,0.069,0.045,0.033,0.034,0.054,0.03,0.031,0.039,0.045,0.035,0.023,0.036,0.04,0.021,0.021,0.022,0.026,0.017,0.019,0.027,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,10,SPM,3,13,ìåãûìs,Tokyo-to,13110,ñ⁄çïãÊ,Meguro-ku,13110510,éRéËí ÇËëÂç‚ã¥,Yamatedoorioosakabashi,2,0,2,è§,330,359,8607,0.015,0,0,0,0,0.084,0.032,O,0,3,,,,,30,31,27,31,31,30,31,30,31,28,28,31,714,741,668,738,739,716,740,715,740,690,667,739,0.016,0.016,0.015,0.016,0.017,0.015,0.014,0.014,0.014,0.012,0.012,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.055,0.036,0.082,0.079,0.044,0.042,0.05,0.055,0.077,0.037,0.043,0.047,0.037,0.026,0.043,0.046,0.023,0.027,0.025,0.029,0.023,0.022,0.032,,,,,,,,,,,,,,,,,,,,,,,,
