ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃÇQ%èúäOíl(ppm),ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙Ç™ÇQì˙à»è„òAë±ÇµÇΩÇ±Ç∆ÇÃóLñ≥(óL:XÅEñ≥:O),ä¬ã´äÓèÄÇÃí∑ä˙ìIï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,01,SO2,3,06,éRå`åß,Yamagata-ken,06205,êVèØés,Shinjyou-shi,06205010,êVèØâ∫ìc,Shinjoushimoda,1,0,1,èZ,1000,361,8648,0,0,0,0,0,0.004,0.001,O,0,3,,,,,30,29,30,31,31,30,31,28,31,31,28,31,716,714,715,739,737,715,739,691,739,738,666,739,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0,0,0,0,0.001,0.001,0.001,0.002,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,06,éRå`åß,Yamagata-ken,06206,ä¶âÕç]és,Sagae-shi,06206010,ä¶âÕç]êºç™,Sagaenishine,1,0,1,èZ,1000,361,8650,0,0,0,0,0,0.011,0.001,O,0,3,,,,,30,29,30,31,31,30,31,28,31,31,28,31,716,714,715,739,738,715,737,692,737,739,668,740,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.003,0.003,0.003,0.002,0.003,0.004,0.006,0.009,0.009,0.011,0.008,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,06,éRå`åß,Yamagata-ken,06208,ë∫éRés,Murayama-shi,06208010,ë∫éRè|â™ìJìc,Murayamatateokafueda,1,0,6,ñ¢,1000,351,8435,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,29,30,23,31,30,31,28,31,29,28,31,715,714,715,560,737,715,739,685,733,714,668,740,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.001,0,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,06,éRå`åß,Yamagata-ken,06209,í∑à‰és,Nagai-shi,06209010,í∑à‰çÇñÏ,Nagaikouya,1,0,1,èZ,1000,347,8372,0,0,0,0,0,0.003,0.001,O,0,3,,,,,28,31,30,31,31,30,31,28,31,29,16,31,693,738,711,740,738,714,740,687,738,723,410,740,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.001,0,0.001,0,0.001,0,0,0,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,06,éRå`åß,Yamagata-ken,06428,èØì‡í¨,Shiyounai-machi,06422010,ó]ñ⁄,Amarume,1,0,1,èZ,1000,361,8649,0,0,0,0,0,0.004,0.001,O,0,3,,,,,30,29,30,31,31,30,31,28,31,31,28,31,715,713,715,740,737,715,739,692,739,739,666,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.002,0.003,0.004,0.002,0.001,0.001,0.001,0.002,0.002,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07201,ïüìáés,Fukushima-shi,07201190,ìÏí¨,Minamimachi,1,0,1,èZ,1000,354,8579,0,0,0,0,0,0.002,0.001,O,0,3,,,,,30,31,30,26,28,28,31,30,31,31,28,30,713,736,712,708,714,686,736,712,736,735,662,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07201,ïüìáés,Fukushima-shi,07201200,êXçá,Moriai,1,0,1,èZ,1000,360,8561,0,0,0,0,0,0.003,0.002,O,0,3,,,,,30,31,30,31,31,27,31,30,31,31,28,29,712,735,712,735,737,662,734,712,735,731,652,704,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.001,0.001,0,0,0,0,0,0.001,0.001,0.001,0.002,0.002,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07202,âÔí√é·èºés,Aizuwakamatsu-shi,07202070,âÔí√é·èº,Aiduwakamatsu,1,0,1,èZ,1000,362,8680,0,0,0,0,0,0.002,0.001,O,0,3,,,,,30,31,30,29,31,30,31,30,31,30,28,31,716,741,716,715,740,716,740,716,740,732,668,740,0.001,0,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07203,åSéRés,Kooriyama-shi,07203130,ñFâÍ,Haga,1,0,1,èZ,160,361,8576,0.001,0,0,0,0,0.005,0.001,O,0,3,,,,,30,30,30,31,31,29,29,30,31,31,28,31,711,713,711,735,733,708,690,709,735,735,663,733,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.003,0.005,0.003,0.003,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07203,åSéRés,Kooriyama-shi,07203140,íÁâ∫,Tsutsumishita,1,0,1,èZ,160,361,8625,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,29,30,31,31,28,31,30,31,31,28,31,715,693,714,739,739,688,739,714,739,739,667,739,0,0,0.001,0.001,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204020,è„íÜìc,Kaminakada,1,0,3,èÄçH,170,364,8652,0.001,0,0,0,0,0.012,0.002,O,0,3,,,,,30,31,29,31,31,30,31,30,31,31,28,31,712,738,701,737,732,710,735,709,737,738,666,737,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.004,0.003,0.005,0.002,0.011,0.006,0.012,0.01,0.006,0.005,0.009,0.002,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204030,â‘Émà‰,Hananoi,1,0,1,èZ,170,365,8674,0,0,0,0,0,0.012,0.001,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,713,734,712,737,738,712,738,714,737,735,666,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0.002,0.004,0.006,0.009,0.004,0.007,0.003,0.003,0.008,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204070,â∫êÏ,Shimogawa,1,0,3,èÄçH,170,365,8674,0.001,0,0,0,0,0.042,0.002,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,709,737,714,737,738,712,737,714,735,737,666,738,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.009,0.042,0.006,0.008,0.009,0.008,0.007,0.003,0.007,0.004,0.01,0.002,0.002,0.005,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204090,ëÍêK,Takijiri,1,0,1,èZ,170,364,8666,0.001,0,0,0,0,0.039,0.002,O,0,3,,,,,30,30,30,31,31,30,31,30,31,31,28,31,713,729,713,737,738,712,737,714,733,738,665,737,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.018,0.015,0.02,0.006,0.008,0.004,0.008,0.008,0.007,0.005,0.039,0.002,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204110,ëÂå¥,Oohara,1,0,1,èZ,170,363,8665,0.001,0,0,0,0,0.019,0.004,O,0,3,,,,,30,31,30,31,31,30,31,30,29,31,28,31,713,735,714,737,737,712,737,714,725,737,666,738,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.014,0.01,0.016,0.019,0.01,0.013,0.014,0.013,0.005,0.012,0.015,0.003,0.004,0.003,0.005,0.005,0.002,0.003,0.003,0.002,0.001,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204160,íÜå¥,Nakahara,1,0,4,çH,170,365,8673,0.001,0,0,0,0,0.061,0.005,O,0,3,,,,,30,31,30,31,31,30,31,30,31,31,28,31,714,734,714,737,734,714,738,713,736,738,665,736,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.013,0.017,0.027,0.021,0.061,0.014,0.01,0.015,0.049,0.02,0.022,0.006,0.004,0.005,0.006,0.004,0.007,0.005,0.002,0.003,0.005,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,2,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204170,ã‡éR,Kaneyama,1,0,6,ñ¢,170,364,8656,0,0,0,0,0,0.016,0.001,O,0,2,,,,,29,31,30,31,31,30,31,30,31,31,28,31,705,738,714,735,735,711,737,714,732,738,664,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.009,0.004,0.003,0.01,0.005,0.007,0.016,0.01,0.004,0.008,0.006,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204210,ógìy,Agetsuchi,1,0,1,èZ,170,363,8659,0.001,0,0,0,0,0.01,0.002,O,0,3,,,,,30,31,29,31,31,30,31,29,31,31,28,31,713,737,705,736,735,711,737,709,737,737,665,737,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.003,0.002,0.006,0.006,0.008,0.004,0.005,0.004,0.003,0.01,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204720,íÜâõë‰,Chuuoudai,1,0,1,èZ,170,364,8692,0.001,0,0,0,0,0.009,0.002,O,0,3,,,,,30,30,30,31,31,30,31,30,31,31,28,31,716,736,718,741,741,715,741,710,737,738,665,734,0.001,0,0.001,0,0.001,0.001,0.001,0,0.001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.007,0.007,0.005,0.009,0.004,0.006,0.006,0.008,0.006,0.007,0.006,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204730,èÌî÷,Jouban,1,0,1,èZ,170,363,8665,0.001,0,0,0,0,0.022,0.002,O,0,3,,,,,30,31,29,31,30,30,31,30,31,31,28,31,711,738,706,737,735,713,737,710,737,738,666,737,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.007,0.008,0.005,0.014,0.01,0.022,0.008,0.008,0.006,0.004,0.011,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.001,0.001,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07204,Ç¢ÇÌÇ´és,Iwaki-shi,07204740,élëq,Yotsukura,1,0,6,ñ¢,170,363,8661,0,0,0,0,0,0.006,0.001,O,0,3,,,,,30,31,30,31,31,29,31,30,30,31,28,31,713,734,713,736,737,710,738,714,729,737,663,737,0,0,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0.005,0.003,0.005,0.004,0.006,0.004,0.006,0.003,0.003,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07205,îíâÕés,Shirakawa-shi,07205050,îíâÕ,Shirakawa,1,0,1,èZ,1000,362,8681,0,0,0,0,0,0.003,0.001,O,0,3,,,,,30,31,30,29,31,30,31,30,31,30,28,31,715,741,716,717,740,716,740,714,739,735,669,739,0.001,0.001,0,0,0,0.001,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07207,ê{âÍêÏés,Sukagawa-shi,07207010,ê{âÍêÏ,Sukagawa,1,0,1,èZ,1000,355,8536,0.001,0,0,0,0,0.006,0.002,O,0,3,,,,,30,31,30,28,31,30,31,24,30,31,28,31,716,740,713,693,740,716,740,595,735,741,667,740,0,0.001,0,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.002,0.001,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.006,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07209,ëäînés,Souma-shi,07209080,ëäîn,Souma,1,0,1,èZ,1000,360,8642,0,0,0,0,0,0.005,0.001,O,0,3,,,,,30,31,30,28,31,30,31,30,30,31,28,30,716,741,715,693,741,716,740,716,734,741,667,722,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.005,0.004,0.002,0.004,0.001,0.003,0.002,0.002,0.003,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0,0.001,0,0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,01,SO2,3,07,ïüìáåß,Fukushima-ken,07212,ìÏëäînés,Minamisouma-shi,07206050,å¥í¨,Haramachi,1,0,1,èZ,1000,361,8663,0.001,0,0,0,0,0.008,0.001,O,0,3,,,,,30,31,30,31,28,30,31,30,31,30,28,31,716,741,716,740,693,716,740,716,740,736,668,741,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.006,0.008,0.006,0.005,0.003,0.005,0.004,0.002,0.003,0.008,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,
