ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ÉRÅ[Éh_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄7,îNä‘èWåvçÄñ⁄8,îNä‘èWåvçÄñ⁄9,îNä‘èWåvçÄñ⁄10,îNä‘èWåvçÄñ⁄11,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéä‘èWåvçÄñ⁄6_ÇSåé,åéä‘èWåvçÄñ⁄6_ÇTåé,åéä‘èWåvçÄñ⁄6_ÇUåé,åéä‘èWåvçÄñ⁄6_ÇVåé,åéä‘èWåvçÄñ⁄6_ÇWåé,åéä‘èWåvçÄñ⁄6_ÇXåé,åéä‘èWåvçÄñ⁄6_10,åéä‘èWåvçÄñ⁄6_11åé,åéä‘èWåvçÄñ⁄6_12åé,åéä‘èWåvçÄñ⁄6_ÇPåé,åéä‘èWåvçÄñ⁄6_ÇQåé,åéä‘èWåvçÄñ⁄6_ÇRåé,åéä‘èWåvçÄñ⁄7_ÇSåé,åéä‘èWåvçÄñ⁄7_ÇTåé,åéä‘èWåvçÄñ⁄7_ÇUåé,åéä‘èWåvçÄñ⁄7_ÇVåé,åéä‘èWåvçÄñ⁄7_ÇWåé,åéä‘èWåvçÄñ⁄7_ÇXåé,åéä‘èWåvçÄñ⁄7_10åé,åéä‘èWåvçÄñ⁄7_11åé,åéä‘èWåvçÄñ⁄7_12åé,åéä‘èWåvçÄñ⁄7_ÇPåé,åéä‘èWåvçÄñ⁄7_ÇQåé,åéä‘èWåvçÄñ⁄7_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11222,âzíJés,Koshigaya-shi,11222020,âzíJésìåâzíJ,Koshigayashihigashikoshigaya,1,0,1,èZ,260,364,8636,0.002,0.128,0.015,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,30,28,31,712,734,708,735,734,710,735,710,732,727,664,735,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.01,0.004,0.002,0.001,0.008,0.022,0.026,0.031,0.016,0.014,0.023,0.085,0.128,0.084,0.042,0.066,0.002,0.005,0.003,0.006,0.004,0.003,0.005,0.018,0.044,0.013,0.012,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11222,âzíJés,Koshigaya-shi,11222030,âzíJésêÁä‘ë‰êº,Koshigayashisengendainishi,1,0,1,èZ,260,363,8619,0.002,0.097,0.014,2,,,,,,,,,,,30,31,30,31,31,30,31,28,31,31,28,31,711,730,707,735,735,711,735,694,734,733,662,732,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.01,0.003,0.003,0.001,0.012,0.021,0.011,0.025,0.015,0.019,0.025,0.083,0.097,0.067,0.054,0.042,0.002,0.004,0.002,0.005,0.003,0.003,0.004,0.013,0.036,0.014,0.016,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11224,åÀìcés,Toda-shi,11224010,åÀìc,Toda,1,0,1,èZ,270,364,8632,0.003,0.126,0.02,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,723,709,731,736,710,733,712,733,735,664,735,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.007,0.011,0.005,0.004,0.002,0.031,0.042,0.016,0.033,0.024,0.027,0.034,0.105,0.126,0.125,0.078,0.05,0.003,0.01,0.002,0.009,0.004,0.004,0.007,0.025,0.05,0.025,0.016,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11224,åÀìcés,Toda-shi,11224020,åÀìcésíÜí¨,Todashinakachou,1,0,1,èZ,270,364,8643,0.003,0.159,0.018,2,,,,,,,,,,,30,31,30,30,31,30,31,30,31,31,28,31,711,733,712,727,736,712,736,710,735,732,664,735,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.005,0.01,0.004,0.003,0.001,0.01,0.021,0.008,0.034,0.012,0.022,0.025,0.081,0.159,0.097,0.062,0.03,0.002,0.005,0.002,0.008,0.004,0.003,0.003,0.022,0.052,0.018,0.014,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11224,åÀìcés,Toda-shi,11224510,åÀìcî¸èóñÿé©îr,Todabijogijihai,2,0,3,èÄçH,270,364,8625,0.015,0.234,0.043,2,,,,,,,,,,,30,31,29,31,31,30,31,30,31,31,28,31,710,737,696,729,734,709,734,711,735,737,663,730,0.01,0.008,0.007,0.012,0.007,0.014,0.015,0.022,0.028,0.019,0.019,0.014,0.057,0.082,0.052,0.089,0.074,0.075,0.09,0.108,0.153,0.234,0.119,0.097,0.022,0.029,0.021,0.039,0.02,0.029,0.043,0.044,0.06,0.049,0.047,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11224,åÀìcés,Toda-shi,11224520,åÀìcésëÅê£,Todashihayase,2,0,3,èÄçH,270,364,8644,0.011,0.309,0.047,2,,,,,,,,,,,30,31,30,30,31,30,31,30,31,31,28,31,711,736,711,729,736,711,735,711,735,733,665,731,0.005,0.005,0.003,0.005,0.004,0.007,0.01,0.02,0.028,0.019,0.017,0.009,0.059,0.108,0.055,0.087,0.061,0.08,0.077,0.157,0.218,0.309,0.17,0.117,0.013,0.029,0.008,0.025,0.012,0.016,0.028,0.052,0.076,0.059,0.039,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11225,ì¸ä‘és,Iruma-shi,11225010,ì¸ä‘,Iruma,1,0,1,èZ,260,364,8630,0.002,0.1,0.01,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,723,709,735,735,710,734,710,733,733,663,734,0.001,0.001,0,0.001,0.001,0.001,0.001,0.004,0.005,0.003,0.003,0.002,0.025,0.028,0.012,0.015,0.019,0.017,0.03,0.053,0.074,0.1,0.082,0.049,0.003,0.006,0.002,0.003,0.003,0.002,0.005,0.01,0.015,0.017,0.008,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11225,ì¸ä‘és,Iruma-shi,11225510,çëê›ì¸ä‘é©îr,Kokusetsuirumajidoushakoutsuukankyousokuteisho,2,0,1,èZ,260,362,8615,0.008,0.136,0.026,2,,,,,,,,,,,29,31,29,31,31,30,31,30,31,31,28,30,700,736,695,733,734,711,735,712,734,735,663,727,0.005,0.006,0.005,0.006,0.006,0.006,0.008,0.013,0.015,0.01,0.011,0.006,0.054,0.059,0.043,0.038,0.045,0.055,0.067,0.136,0.084,0.122,0.082,0.062,0.01,0.017,0.009,0.016,0.012,0.012,0.019,0.026,0.032,0.024,0.026,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11229,òaåıés,Wakou-shi,11229010,òaåı,Wakou,1,0,1,èZ,260,364,8634,0.004,0.107,0.019,2,,,,,,,,,,,30,31,29,31,31,30,31,30,31,31,28,31,711,736,695,730,736,710,734,713,734,736,664,735,0.002,0.002,0.001,0.003,0.002,0.002,0.003,0.007,0.011,0.005,0.005,0.003,0.025,0.042,0.013,0.035,0.023,0.02,0.031,0.066,0.107,0.092,0.074,0.033,0.004,0.01,0.003,0.009,0.006,0.004,0.009,0.022,0.049,0.019,0.017,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11229,òaåıés,Wakou-shi,11229510,òaåıêVëqé©îr,Wakouniikurajihai,2,0,1,èZ,260,364,8637,0.006,0.128,0.023,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,712,728,707,734,737,710,736,711,732,733,663,734,0.004,0.003,0.003,0.005,0.004,0.004,0.005,0.01,0.013,0.008,0.008,0.005,0.033,0.027,0.021,0.052,0.039,0.024,0.046,0.075,0.091,0.128,0.066,0.042,0.008,0.012,0.006,0.014,0.013,0.007,0.011,0.024,0.041,0.027,0.023,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11230,êVç¿és,Niiza-shi,11230070,êVç¿,Niiza,1,0,6,ñ¢,260,356,8493,0.004,0.144,0.025,2,,,,,,,,,,,30,31,29,31,29,30,31,30,31,31,22,31,711,734,697,735,712,711,737,711,734,736,542,733,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.008,0.011,0.006,0.005,0.003,0.023,0.037,0.013,0.028,0.033,0.038,0.05,0.091,0.144,0.144,0.101,0.071,0.003,0.009,0.002,0.009,0.006,0.004,0.009,0.028,0.041,0.024,0.025,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11232,ãväÏés,Kuki-shi,11232010,ãväÏ,Kuki,1,0,6,ñ¢,1000,364,8635,0.003,0.151,0.019,2,,,,,,,,,,,30,31,29,31,31,30,31,30,31,31,28,31,709,736,699,731,734,710,736,710,736,734,664,736,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.007,0.01,0.005,0.004,0.002,0.032,0.028,0.013,0.036,0.052,0.046,0.053,0.078,0.114,0.151,0.069,0.079,0.003,0.005,0.002,0.007,0.01,0.008,0.007,0.021,0.037,0.021,0.017,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11232,ãväÏés,Kuki-shi,11232510,ãväÏñ{í¨é©îr,Kukihonchoujihai,2,0,1,èZ,1000,364,8631,0.011,0.192,0.039,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,709,724,707,731,737,710,737,710,734,733,665,734,0.007,0.006,0.005,0.006,0.006,0.009,0.012,0.02,0.023,0.015,0.014,0.011,0.058,0.069,0.047,0.056,0.063,0.07,0.069,0.114,0.182,0.192,0.114,0.107,0.012,0.017,0.01,0.018,0.019,0.016,0.026,0.041,0.062,0.04,0.032,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11234,î™í™és,Yashio-shi,11234010,î™í™,Yashio,1,0,1,èZ,270,354,8417,0.005,0.258,0.028,2,,,,,,,,,,,30,30,26,25,31,30,31,30,31,31,28,31,711,719,635,600,730,711,734,711,734,735,663,734,0.001,0.002,0.001,0.002,0.002,0.001,0.002,0.007,0.018,0.01,0.007,0.003,0.028,0.043,0.023,0.02,0.018,0.06,0.056,0.134,0.258,0.233,0.146,0.094,0.004,0.008,0.003,0.005,0.005,0.008,0.011,0.031,0.078,0.035,0.021,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11235,ïxémå©és,Fujimi-shi,11235010,ïxémå©,Fujimi,1,0,6,ñ¢,260,364,8629,0.003,0.148,0.02,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,719,709,734,734,712,735,709,736,732,665,733,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.007,0.011,0.005,0.005,0.002,0.031,0.021,0.009,0.019,0.02,0.027,0.032,0.079,0.13,0.148,0.131,0.038,0.004,0.005,0.002,0.005,0.004,0.003,0.006,0.024,0.037,0.025,0.023,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11235,ïxémå©és,Fujimi-shi,11235510,ïxémå©â∫ìÏî®é©îr,Fujimishimonanbatajihai,2,0,6,ñ¢,260,365,8649,0.019,0.266,0.065,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,711,736,711,732,737,710,734,712,734,736,662,734,0.012,0.012,0.01,0.012,0.01,0.015,0.016,0.031,0.037,0.025,0.027,0.016,0.121,0.108,0.102,0.123,0.115,0.133,0.105,0.206,0.251,0.266,0.214,0.249,0.024,0.031,0.02,0.03,0.022,0.027,0.029,0.068,0.09,0.062,0.065,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11237,éOãΩés,Misato-shi,11237020,éOãΩ,Misato,1,0,1,èZ,270,364,8631,0.007,0.401,0.039,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,719,708,735,733,710,735,711,735,736,662,736,0.003,0.002,0.001,0.002,0.003,0.003,0.006,0.012,0.022,0.012,0.01,0.005,0.097,0.077,0.042,0.064,0.038,0.056,0.087,0.202,0.207,0.401,0.118,0.117,0.012,0.014,0.006,0.013,0.009,0.009,0.018,0.062,0.078,0.05,0.035,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11238,ò@ìcés,Hasuda-shi,11238010,ò@ìc,Hasuda,1,0,1,èZ,260,364,8632,0.002,0.135,0.014,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,724,709,732,733,710,734,711,735,735,663,735,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.005,0.009,0.003,0.003,0.001,0.017,0.017,0.01,0.03,0.019,0.021,0.026,0.069,0.135,0.113,0.059,0.048,0.002,0.005,0.002,0.006,0.004,0.003,0.008,0.024,0.035,0.02,0.012,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11239,ç‚åÀés,Sakado-shi,11239010,ç‚åÀ,Sakado,1,0,1,èZ,1000,364,8631,0.002,0.079,0.01,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,721,711,731,734,710,737,711,735,734,664,732,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.004,0.003,0.002,0.001,0.014,0.031,0.009,0.011,0.025,0.014,0.033,0.049,0.059,0.079,0.038,0.033,0.002,0.005,0.003,0.004,0.007,0.002,0.003,0.011,0.014,0.01,0.008,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11240,çKéËés,Satsute-shi,11240010,çKéË,Satte,1,0,6,ñ¢,1000,365,8641,0.002,0.095,0.014,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,709,735,711,730,736,710,735,710,733,734,664,734,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.004,0.008,0.003,0.002,0.002,0.033,0.026,0.02,0.033,0.028,0.026,0.02,0.077,0.095,0.093,0.063,0.051,0.002,0.004,0.003,0.006,0.005,0.004,0.007,0.017,0.044,0.014,0.012,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11241,íﬂÉñìáés,Tsurugashima-shi,11241510,íﬂÉPìáé©îr,Tsurugashimajihai,2,0,6,ñ¢,1000,362,8620,0.004,0.134,0.019,2,,,,,,,,,,,30,30,29,30,31,30,31,30,31,31,28,31,713,723,697,725,735,711,735,713,733,734,665,736,0.002,0.002,0.001,0.003,0.003,0.002,0.003,0.008,0.009,0.005,0.005,0.004,0.042,0.038,0.025,0.041,0.04,0.046,0.042,0.134,0.13,0.102,0.083,0.078,0.006,0.01,0.004,0.008,0.011,0.007,0.008,0.024,0.029,0.022,0.016,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11242,ì˙çÇés,Hidaka-shi,11329010,ì˙çÇ,Hidaka,1,0,6,ñ¢,1000,364,8624,0.002,0.037,0.006,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,710,720,711,726,735,709,736,711,732,737,662,735,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.002,0.002,0.032,0.017,0.007,0.022,0.029,0.028,0.021,0.023,0.035,0.037,0.018,0.026,0.005,0.003,0.001,0.002,0.006,0.003,0.004,0.008,0.008,0.006,0.006,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11326,ñ—òCéRí¨,Moroyama-machi,11326010,ñ—òCéR,Moroyama,1,0,1,èZ,1000,365,8655,0.001,0.02,0.002,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,713,737,710,733,734,710,736,712,735,737,663,735,0,0,0,0.001,0.001,0,0,0.001,0.001,0,0.001,0.001,0.007,0.01,0.003,0.011,0.01,0.008,0.01,0.01,0.02,0.009,0.007,0.008,0.001,0.002,0.001,0.001,0.002,0.001,0.002,0.002,0.003,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11343,è¨êÏí¨,Ogawa-machi,11343010,è¨êÏ,Ogawa,1,0,1,èZ,1000,365,8650,0.001,0.024,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,713,735,710,732,737,709,734,710,736,734,663,737,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.006,0.012,0.005,0.008,0.01,0.01,0.01,0.018,0.024,0.022,0.016,0.011,0.001,0.002,0.001,0.002,0.002,0.002,0.003,0.004,0.005,0.003,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11346,êÏìáí¨,Kawajima-machi,11346510,êÏìáé©îr,Kawajimajihai,2,0,1,èZ,1000,365,8643,0.003,0.137,0.018,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,711,734,711,732,735,710,735,710,735,734,664,732,0.001,0.002,0.001,0.002,0.003,0.001,0.002,0.007,0.009,0.004,0.004,0.002,0.049,0.04,0.019,0.024,0.038,0.034,0.042,0.084,0.137,0.103,0.105,0.067,0.005,0.011,0.003,0.008,0.01,0.005,0.007,0.022,0.033,0.022,0.015,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11362,äFñÏí¨,Minano-machi,11362010,äFñÏ,Minano,1,0,1,èZ,1000,364,8627,0.002,0.06,0.007,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,711,722,711,728,735,709,737,713,734,734,663,730,0.001,0.001,0,0.001,0.001,0.001,0.002,0.003,0.004,0.003,0.002,0.001,0.009,0.007,0.009,0.011,0.008,0.012,0.022,0.038,0.06,0.042,0.033,0.016,0.002,0.002,0.001,0.005,0.003,0.002,0.005,0.008,0.009,0.006,0.005,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11369,ìåíÅïÉë∫,Higashichichibu-mura,11344010,ìåíÅïÉ,Higashichichibu,1,0,6,ñ¢,1000,365,8637,0,0.006,0,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,710,735,710,730,734,708,735,710,733,735,664,733,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.002,0.001,0.001,0.002,0.001,0.006,0.003,0.003,0.002,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11408,äÒãèí¨,Yorii-machi,11408010,äÒãè,Yorii,1,0,1,èZ,1000,365,8643,0.001,0.025,0.002,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,712,734,710,731,736,710,735,709,734,734,663,735,0,0.001,0,0.001,0.001,0,0,0.001,0.001,0,0.001,0.001,0.004,0.024,0.01,0.006,0.018,0.015,0.013,0.025,0.012,0.006,0.007,0.01,0.001,0.003,0.001,0.002,0.002,0.001,0.001,0.003,0.002,0.001,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,11,çÈã åß,Saitama-ken,11408,äÒãèí¨,Yorii-machi,11408510,äÒãèç˜ëÚé©îr,Yoriisakurazawajihai,2,0,6,ñ¢,1000,364,8634,0.006,0.118,0.013,2,,,,,,,,,,,30,30,30,31,31,30,31,30,31,31,28,31,713,718,710,734,737,710,735,709,733,736,664,735,0.007,0.006,0.004,0.005,0.004,0.005,0.005,0.006,0.007,0.007,0.007,0.006,0.047,0.048,0.03,0.036,0.045,0.036,0.05,0.054,0.118,0.054,0.046,0.05,0.013,0.014,0.008,0.015,0.012,0.011,0.012,0.012,0.017,0.014,0.013,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
